ESPN_Player_ID,Player_Name,Season,Matches,Innings,Overs,Maidens,Runs_Conceded,Wickets,BBI,Average,Economy,Strike_Rate,4w,5w
149289,Yash Singh,2024,9,6,16.4,0,182,5,4/8,36.4,10.92,20.0,1,0
1341482,Yash Dayal,2024,4,4,14.5,0,157,4,4/7,39.25,10.58,22.25,1,0
47611,Irfan Deshpande,2024,11,10,25.0,0,246,4,4/30,61.5,9.84,37.5,1,0
819150,Vinay Sakariya,2024,6,5,18.4,0,173,4,4/17,43.25,9.27,28.0,1,0
1068087,Navdeep Kumar,2024,15,8,20.1,0,173,4,3/14,43.25,8.58,30.25,0,0
234675,Ravindra Jadeja,2024,11,5,15.3,1,115,4,1/20,28.75,7.42,23.25,0,0
1108393,RP Tyagi,2024,17,5,19.3,0,211,3,1/7,70.33,10.82,39.0,0,0
51939,Jaydev Saini,2024,8,6,17.1,0,177,3,3/8,59.0,10.31,34.33,0,0
697391,Avesh Khan,2024,3,3,8.5,0,66,3,1/7,22.0,7.47,17.67,0,0
848732,Yash Pandey,2024,14,5,12.5,0,101,3,3/29,33.67,7.87,25.67,0,0
137111,RP Deshpande,2024,12,8,18.1,0,207,3,1/10,69.0,11.39,36.33,0,0
694327,Khaleel Saini,2024,15,4,14.3,0,131,3,1/17,43.67,9.03,29.0,0,0
550215,Kagiso Rabada,2024,9,3,7.3,0,52,3,3/25,17.33,6.93,15.0,0,0
668860,Umran Krishna,2024,9,5,16.3,0,180,3,2/17,60.0,10.91,33.0,0,0
1333782,Krunal Patel,2024,5,3,10.1,0,90,3,1/2,30.0,8.85,20.33,0,0
633374,Mukesh Dayal,2024,5,3,9.4,0,78,3,1/6,26.0,8.07,19.33,0,0
554691,Axar Patel,2024,14,3,9.4,0,66,3,2/9,22.0,6.83,19.33,0,0
1051021,Yash Krishna,2024,12,4,9.5,0,109,2,1/15,54.5,11.08,29.5,0,0
785941,Krunal Bishnoi,2024,7,4,10.3,0,84,2,1/10,42.0,8.0,31.5,0,0
51439,Dwayne Bravo,2024,2,2,5.3,0,38,2,2/12,19.0,6.91,16.5,0,0
868312,Irfan Patel,2024,9,3,11.2,0,117,2,1/8,58.5,10.32,34.0,0,0
1192524,Jaydev Malik,2024,5,3,9.2,0,89,2,1/23,44.5,9.54,28.0,0,0
402293,Mayank Ahmed,2024,4,4,10.4,0,98,2,2/4,49.0,9.19,32.0,0,0
985383,Chetan Malik,2024,14,4,13.4,0,124,2,2/13,62.0,9.07,41.0,0,0
535835,Kartik Saini,2024,3,2,7.4,0,68,2,2/2,34.0,8.87,23.0,0,0
577055,RP Pandey,2024,4,3,10.0,0,91,2,2/5,45.5,9.1,30.0,0,0
130252,Tushar Kaul,2024,3,3,11.2,0,110,2,2/23,55.0,9.71,34.0,0,0
460043,RP Unadkat,2024,5,2,7.2,0,71,2,2/11,35.5,9.68,22.0,0,0
839830,Washington Malik,2024,16,5,13.2,0,147,2,1/1,73.5,11.03,40.0,0,0
474555,Yash Ahmed,2024,8,2,4.3,0,35,1,1/3,35.0,7.78,27.0,0,0
730862,Irfan Malik,2024,7,2,6.3,0,67,1,1/18,67.0,10.31,39.0,0,0
540472,Nitish Sundar,2024,16,3,7.0,0,56,1,1/16,56.0,8.0,42.0,0,0
551269,Umran Pandey,2024,2,2,6.5,0,56,1,1/18,56.0,8.2,41.0,0,0
858941,Praveen Malik,2024,6,2,5.2,0,54,1,1/6,54.0,10.12,32.0,0,0
333776,Khaleel Unadkat,2024,5,3,7.5,0,66,1,1/25,66.0,8.43,47.0,0,0
447261,Deepak Chahar,2024,9,3,6.5,0,53,1,1/7,53.0,7.76,41.0,0,0
630527,Rahul Patel,2024,1,1,3.0,0,32,1,1/9,32.0,10.67,18.0,0,0
222080,Khaleel Krishna,2024,4,2,5.5,0,48,1,1/24,48.0,8.23,35.0,0,0
320787,Praveen Kaul,2024,4,2,6.4,0,68,1,1/6,68.0,10.2,40.0,0,0
1094880,Nitish Deshpande,2024,7,2,5.5,0,46,1,1/9,46.0,7.89,35.0,0,0
81141,Siddarth Sharma,2024,5,2,6.4,0,53,1,1/22,53.0,7.95,40.0,0,0
695739,Mukesh Pandey,2024,6,2,5.4,0,64,1,1/6,64.0,11.29,34.0,0,0
750105,Mayank Deshpande,2024,16,4,8.4,0,95,1,1/3,95.0,10.96,52.0,0,0
1191803,Tushar Sundar,2024,7,1,3.2,0,34,1,1/11,34.0,10.2,20.0,0,0
730365,Washington Kumar,2024,16,3,6.4,0,68,1,1/7,68.0,10.2,40.0,0,0
885915,Jaydev Kaul,2024,2,2,5.1,0,54,1,1/16,54.0,10.45,31.0,0,0
1372472,Khaleel Bishnoi,2024,15,2,7.0,0,66,1,1/2,66.0,9.43,42.0,0,0
569381,Siddarth Singh,2024,7,2,7.2,0,68,1,1/19,68.0,9.27,44.0,0,0
1124340,Rahul Krishna,2024,5,3,6.0,0,49,1,1/4,49.0,8.17,36.0,0,0
443000,Umran Malik,2024,2,1,3.0,0,33,1,1/3,33.0,11.0,18.0,0,0
28026,Piyush Chawla,2024,1,1,3.1,0,27,1,1/5,27.0,8.53,19.0,0,0
40618,Imran Tahir,2024,2,2,4.4,0,34,1,1/2,34.0,7.29,28.0,0,0
475281,Shardul Thakur,2024,9,1,2.5,0,18,1,1/10,18.0,6.35,17.0,0,0
376116,Umesh Yadav,2024,1,1,2.3,0,16,0,-,0.0,6.4,0.0,0,0
479587,Krunal Sakariya,2024,3,1,2.0,0,20,0,-,0.0,10.0,0.0,0,0
841131,Ravi Yadav,2024,1,1,3.3,0,27,0,-,0.0,7.71,0.0,0,0
148106,Jaydev Unadkat,2024,9,1,2.1,0,18,0,-,0.0,8.31,0.0,0,0
1488671,Mukesh Kaul,2024,4,1,2.3,0,20,0,-,0.0,8.0,0.0,0,0
1005502,Ravi Singh,2024,1,1,3.1,0,29,0,-,0.0,9.16,0.0,0,0
680149,Siddarth Pandey,2024,17,1,2.3,0,22,0,-,0.0,8.8,0.0,0,0
1148460,Umran Kaul,2024,13,1,2.4,0,23,0,-,0.0,8.62,0.0,0,0
312961,Vinay Sundar,2024,14,1,3.5,0,40,0,-,0.0,10.43,0.0,0,0
49758,Lasith Malinga,2024,1,1,2.0,0,15,0,-,0.0,7.5,0.0,0,0
1358030,Khaleel Kaul,2024,1,1,3.2,0,37,0,-,0.0,11.1,0.0,0,0
1372288,Yash Kumar,2024,3,1,3.1,0,25,0,-,0.0,7.89,0.0,0,0
1172833,Ravi Kaul,2024,11,1,2.3,0,20,0,-,0.0,8.0,0.0,0,0
678697,Rahul Unadkat,2024,4,1,3.1,0,25,0,-,0.0,7.89,0.0,0,0
209281,Navdeep Yadav,2024,7,1,3.4,0,33,0,-,0.0,9.0,0.0,0,0
1279779,Vinay Tyagi,2024,1,1,3.4,0,33,0,-,0.0,9.0,0.0,0,0
357936,Siddarth Sundar,2024,1,1,3.3,0,30,0,-,0.0,8.57,0.0,0,0
256752,Mukesh Unadkat,2024,13,2,4.1,0,40,0,-,0.0,9.6,0.0,0,0
1239460,Ravi Unadkat,2024,2,1,2.2,0,23,0,-,0.0,9.86,0.0,0,0
778036,Rahul Pandey,2024,1,1,2.0,0,18,0,-,0.0,9.0,0.0,0,0
390481,Harshal Patel,2024,2,1,2.1,0,14,0,-,0.0,6.46,0.0,0,0
26421,Ravichandran Ashwin,2024,2,1,2.2,0,16,0,-,0.0,6.86,0.0,0,0
230558,Sunil Narine,2024,2,1,2.3,0,19,0,-,0.0,7.6,0.0,0,0
695739,Mukesh Pandey,2023,15,14,55.3,0,554,16,5/18,34.62,9.98,20.81,0,1
1398402,Khaleel Deshpande,2023,16,14,50.5,0,426,14,2/11,30.43,8.38,21.79,0,0
1046896,Mayank Sharma,2023,16,14,45.0,0,476,14,3/24,34.0,10.58,19.29,0,0
1279393,Umran Dayal,2023,17,14,41.5,0,455,13,4/13,35.0,10.88,19.31,1,0
978292,Navdeep Malik,2023,16,15,52.0,0,559,13,2/3,43.0,10.75,24.0,0,0
458876,Yash Tyagi,2023,14,14,37.2,0,365,13,3/22,28.08,9.78,17.23,0,0
559235,Kuldeep Yadav,2023,13,9,25.2,2,170,11,2/12,15.45,6.71,13.82,0,0
481896,Mohammed Shami,2023,13,11,26.5,3,185,11,2/18,16.82,6.89,14.64,0,0
230558,Sunil Narine,2023,14,11,32.5,0,247,11,3/5,22.45,7.52,17.91,0,0
234675,Ravindra Jadeja,2023,13,9,35.5,3,265,11,1/6,24.09,7.4,19.55,0,0
940973,Mohammed Siraj,2023,12,8,30.5,1,208,10,3/6,20.8,6.75,18.5,0,0
40618,Imran Tahir,2023,13,9,35.4,3,296,10,4/14,29.6,8.3,21.4,2,0
550215,Kagiso Rabada,2023,10,10,35.5,2,246,10,5/34,24.6,6.87,21.5,1,1
438488,Sandeep Sharma,2023,14,7,25.2,0,167,10,2/18,16.7,6.59,15.2,0,0
848499,Khaleel Ahmed,2023,17,10,29.0,0,275,9,1/19,30.56,9.48,19.33,0,0
155214,Saurabh Sundar,2023,12,10,31.4,0,326,9,2/3,36.22,10.29,21.11,0,0
966416,Jaydev Bishnoi,2023,15,13,35.0,0,295,8,2/12,36.88,8.43,26.25,0,0
492703,Yash Yadav,2023,17,14,53.0,0,537,8,4/12,67.12,10.13,39.75,1,0
778036,Rahul Pandey,2023,9,8,31.5,0,329,8,1/18,41.12,10.34,23.88,0,0
786171,Ravi Sharma,2023,13,8,30.3,0,348,8,1/3,43.5,11.41,22.88,0,0
47492,Dale Steyn,2023,17,13,29.1,3,246,8,2/15,30.75,8.43,21.88,0,0
312961,Vinay Sundar,2023,9,8,31.4,0,320,8,4/24,40.0,10.11,23.75,2,0
140804,Irfan Krishna,2023,11,9,23.2,0,265,8,1/3,33.12,11.36,17.5,0,0
554691,Axar Patel,2023,17,8,24.3,0,194,7,2/6,27.71,7.92,21.0,0,0
713551,Navdeep Sundar,2023,10,8,25.0,0,227,7,1/16,32.43,9.08,21.43,0,0
1051021,Yash Krishna,2023,11,8,26.1,0,275,6,4/20,45.83,10.51,26.17,1,0
1124340,Rahul Krishna,2023,9,7,25.5,0,230,6,4/9,38.33,8.9,25.83,1,0
1068087,Navdeep Kumar,2023,13,12,38.0,0,379,6,4/16,63.17,9.97,38.0,1,0
127901,Yash Saini,2023,10,7,26.0,0,280,6,1/2,46.67,10.77,26.0,0,0
260015,Ravi Tyagi,2023,11,6,20.1,0,160,6,4/31,26.67,7.93,20.17,1,0
277912,Trent Boult,2023,13,4,14.5,2,97,6,1/12,16.17,6.54,14.83,0,0
475281,Shardul Thakur,2023,9,5,14.5,3,128,6,3/21,21.33,8.63,14.83,0,0
138650,Mukesh Yadav,2023,12,7,27.4,0,306,5,2/1,61.2,11.06,33.2,0,0
222080,Khaleel Krishna,2023,14,12,27.4,0,292,5,5/28,58.4,10.55,33.2,0,1
985383,Chetan Malik,2023,13,12,34.0,0,310,5,5/14,62.0,9.12,40.8,0,1
841131,Ravi Yadav,2023,13,10,29.0,0,285,5,6/13,57.0,9.83,34.8,0,1
839830,Washington Malik,2023,13,13,27.4,0,290,5,4/31,58.0,10.48,33.2,1,0
621985,Washington Sakariya,2023,6,4,13.5,0,109,4,3/7,27.25,7.88,20.75,0,0
561606,Navdeep Bishnoi,2023,17,6,21.0,0,204,4,1/19,51.0,9.71,31.5,0,0
1279779,Vinay Tyagi,2023,7,4,15.1,0,146,4,2/17,36.5,9.63,22.75,0,0
1372288,Yash Kumar,2023,6,5,15.0,0,138,4,4/19,34.5,9.2,22.5,1,0
789399,Nitish Patel,2023,13,8,26.0,0,269,4,1/1,67.25,10.35,39.0,0,0
62154,Prasidh Saini,2023,9,9,18.3,0,157,4,1/15,39.25,8.49,27.75,0,0
1466521,Nitish Bishnoi,2023,13,6,17.4,0,154,4,2/20,38.5,8.72,26.5,0,0
538104,Irfan Kumar,2023,14,6,19.3,0,218,4,3/12,54.5,11.18,29.25,0,0
412290,Umran Deshpande,2023,10,7,21.2,0,191,4,2/6,47.75,8.95,32.0,0,0
326016,Bhuvneshwar Kumar,2023,5,5,14.0,1,113,4,1/0,28.25,8.07,21.0,0,0
31107,Amit Mishra,2023,8,5,15.1,1,128,4,4/14,32.0,8.44,22.75,1,0
855785,Tushar Malik,2023,16,5,14.3,0,146,4,1/13,36.5,10.07,21.75,0,0
430246,Yuzvendra Chahal,2023,9,4,14.4,0,112,4,4/19,28.0,7.64,22.0,1,0
376116,Umesh Yadav,2023,17,6,15.2,2,110,4,4/22,27.5,7.17,23.0,1,0
809428,Yash Deshpande,2023,9,4,12.4,0,122,3,2/7,40.67,9.63,25.33,0,0
956130,Umran Sundar,2023,10,5,17.2,0,170,3,2/4,56.67,9.81,34.67,0,0
625383,Jasprit Bumrah,2023,11,4,14.4,0,106,3,2/26,35.33,7.23,29.33,0,0
1231530,Khaleel Tyagi,2023,4,3,11.0,0,116,3,2/18,38.67,10.55,22.0,0,0
885915,Jaydev Kaul,2023,10,4,14.2,0,142,3,2/24,47.33,9.91,28.67,0,0
1224033,Mayank Krishna,2023,4,4,15.0,0,162,3,2/9,54.0,10.8,30.0,0,0
766710,Prasidh Pandey,2023,14,9,18.1,0,168,3,1/23,56.0,9.25,36.33,0,0
1025265,Mayank Saini,2023,12,7,18.1,0,152,3,2/3,50.67,8.37,36.33,0,0
1495108,Vinay Unadkat,2023,12,6,15.5,0,170,3,1/2,56.67,10.74,31.67,0,0
216900,Navdeep Ahmed,2023,8,6,12.3,0,114,3,3/16,38.0,9.12,25.0,0,0
49758,Lasith Malinga,2023,13,4,9.2,0,66,3,2/23,22.0,7.07,18.67,0,0
311592,Mitchell Starc,2023,11,4,9.4,0,77,3,3/7,25.67,7.97,19.33,0,0
283700,Prasidh Bishnoi,2023,11,4,9.4,0,101,2,1/12,50.5,10.45,29.0,0,0
819150,Vinay Sakariya,2023,5,2,7.4,0,79,2,2/22,39.5,10.3,23.0,0,0
209281,Navdeep Yadav,2023,3,3,7.2,0,64,2,1/4,32.0,8.73,22.0,0,0
396280,Mayank Patel,2023,5,5,12.4,0,109,2,2/10,54.5,8.61,38.0,0,0
551269,Umran Pandey,2023,7,4,10.1,0,115,2,2/11,57.5,11.31,30.5,0,0
284206,Irfan Unadkat,2023,4,3,10.2,0,89,2,2/20,44.5,8.61,31.0,0,0
872614,RP Ahmed,2023,9,3,6.2,0,57,2,2/25,28.5,9.0,19.0,0,0
680149,Siddarth Pandey,2023,5,5,14.2,0,141,2,1/22,70.5,9.84,43.0,0,0
540472,Nitish Sundar,2023,11,4,14.3,0,157,2,2/26,78.5,10.83,43.5,0,0
1081103,Saurabh Patel,2023,4,4,8.3,0,87,2,2/11,43.5,10.24,25.5,0,0
1125976,Arshdeep Singh,2023,3,3,6.2,0,46,2,2/1,23.0,7.26,19.0,0,0
47611,Irfan Deshpande,2023,8,5,12.5,0,145,2,1/10,72.5,11.3,38.5,0,0
474555,Yash Ahmed,2023,6,4,10.3,0,83,2,1/24,41.5,7.9,31.5,0,0
1341482,Yash Dayal,2023,2,2,7.0,0,77,1,1/20,77.0,11.0,42.0,0,0
618912,Yash Sakariya,2023,4,2,7.1,0,74,1,1/25,74.0,10.33,43.0,0,0
209513,Jaydev Deshpande,2023,9,3,6.4,0,66,1,1/4,66.0,9.9,40.0,0,0
1091637,Kartik Dayal,2023,16,2,7.1,0,72,1,1/17,72.0,10.05,43.0,0,0
678697,Rahul Unadkat,2023,10,3,8.5,0,79,1,1/11,79.0,8.94,53.0,0,0
535835,Kartik Saini,2023,2,2,5.3,0,43,1,1/4,43.0,7.82,33.0,0,0
549015,Tushar Pandey,2023,2,2,6.1,0,68,1,1/14,68.0,11.03,37.0,0,0
559194,Nitish Saini,2023,1,1,3.5,0,32,1,1/6,32.0,8.35,23.0,0,0
524903,Umran Tyagi,2023,16,4,11.0,0,118,1,1/11,118.0,10.73,66.0,0,0
785941,Krunal Bishnoi,2023,3,3,7.5,0,63,1,1/16,63.0,8.04,47.0,0,0
587248,Irfan Sharma,2023,12,2,5.3,0,61,1,1/4,61.0,11.09,33.0,0,0
633374,Mukesh Dayal,2023,3,3,6.5,0,60,1,1/3,60.0,8.78,41.0,0,0
816615,Prasidh Patel,2023,2,2,6.3,0,73,1,1/21,73.0,11.23,39.0,0,0
378193,RP Singh,2023,2,2,5.2,0,55,1,1/15,55.0,10.31,32.0,0,0
140960,Vinay Deshpande,2023,1,1,3.1,0,26,1,1/23,26.0,8.21,19.0,0,0
721716,Nitish Malik,2023,13,2,5.3,0,43,1,1/1,43.0,7.82,33.0,0,0
1122417,Washington Tyagi,2023,3,2,6.2,0,64,1,1/13,64.0,10.11,38.0,0,0
1286673,Siddarth Ahmed,2023,5,3,11.1,0,107,1,1/2,107.0,9.58,67.0,0,0
1426365,Siddarth Deshpande,2023,1,1,3.5,0,34,1,1/8,34.0,8.87,23.0,0,0
357936,Siddarth Sundar,2023,5,2,4.4,0,38,1,1/11,38.0,8.14,28.0,0,0
1208000,Mayank Unadkat,2023,4,2,5.2,0,48,1,1/16,48.0,9.0,32.0,0,0
51439,Dwayne Bravo,2023,12,1,2.5,0,22,1,1/0,22.0,7.76,17.0,0,0
1052745,Praveen Unadkat,2023,2,2,7.2,0,77,1,1/13,77.0,10.5,44.0,0,0
934523,Chetan Sundar,2023,7,3,6.0,0,47,1,1/2,47.0,7.83,36.0,0,0
537119,Mohit Sharma,2023,3,2,6.1,0,51,1,1/16,51.0,8.27,37.0,0,0
966300,Kartik Patel,2023,3,3,6.1,0,68,1,1/14,68.0,11.03,37.0,0,0
1358030,Khaleel Kaul,2023,4,2,5.5,0,51,1,1/23,51.0,8.74,35.0,0,0
1362113,Saurabh Unadkat,2023,17,2,5.0,0,52,1,1/8,52.0,10.4,30.0,0,0
333776,Khaleel Unadkat,2023,7,3,9.3,0,103,1,1/21,103.0,10.84,57.0,0,0
1191803,Tushar Sundar,2023,12,2,7.5,0,90,1,1/15,90.0,11.49,47.0,0,0
752794,Ravi Ahmed,2023,2,2,4.0,0,34,1,1/22,34.0,8.5,24.0,0,0
447261,Deepak Chahar,2023,14,1,2.0,0,15,0,-,0.0,7.5,0.0,0,0
668860,Umran Krishna,2023,7,1,3.4,0,29,0,-,0.0,7.91,0.0,0,0
630527,Rahul Patel,2023,17,1,2.2,0,24,0,-,0.0,10.29,0.0,0,0
569381,Siddarth Singh,2023,1,1,2.2,0,22,0,-,0.0,9.43,0.0,0,0
256752,Mukesh Unadkat,2023,2,1,2.5,0,24,0,-,0.0,8.47,0.0,0,0
372600,Saurabh Saini,2023,6,1,2.2,0,24,0,-,0.0,10.29,0.0,0,0
433383,Vinay Bishnoi,2023,2,1,3.0,0,33,0,-,0.0,11.0,0.0,0,0
750105,Mayank Deshpande,2023,8,1,2.2,0,25,0,-,0.0,10.71,0.0,0,0
1175152,Chetan Deshpande,2023,11,1,2.5,0,26,0,-,0.0,9.18,0.0,0,0
26421,Ravichandran Ashwin,2023,4,1,2.1,0,15,0,-,0.0,6.92,0.0,0,0
196998,Tushar Ahmed,2023,9,1,3.4,0,41,0,-,0.0,11.18,0.0,0,0
873476,RP Patel,2023,1,1,2.3,0,24,0,-,0.0,9.6,0.0,0,0
493290,Ravi Malik,2023,4,1,2.1,0,21,0,-,0.0,9.69,0.0,0,0
521223,Krunal Sharma,2023,10,1,3.3,0,39,0,-,0.0,11.14,0.0,0,0
1361495,Mukesh Krishna,2023,10,1,2.1,0,24,0,-,0.0,11.08,0.0,0,0
73083,Siddarth Kumar,2023,3,1,2.2,0,20,0,-,0.0,8.57,0.0,0,0
571243,Kartik Kumar,2023,3,1,2.3,0,22,0,-,0.0,8.8,0.0,0,0
51939,Jaydev Saini,2023,14,1,2.1,0,23,0,-,0.0,10.62,0.0,0,0
320787,Praveen Kaul,2023,1,1,3.0,0,25,0,-,0.0,8.33,0.0,0,0
730862,Irfan Malik,2023,9,1,2.1,0,18,0,-,0.0,8.31,0.0,0,0
390481,Harshal Patel,2023,5,1,3.3,0,23,0,-,0.0,6.57,0.0,0,0
626542,Rahul Yadav,2023,5,1,2.3,0,25,0,-,0.0,10.0,0.0,0,0
137111,RP Deshpande,2023,2,1,3.5,0,31,0,-,0.0,8.09,0.0,0,0
1333782,Krunal Patel,2023,1,1,2.5,0,28,0,-,0.0,9.88,0.0,0,0
81141,Siddarth Sharma,2023,2,1,2.5,0,29,0,-,0.0,10.24,0.0,0,0
1130259,Saurabh Singh,2023,1,1,2.3,0,24,0,-,0.0,9.6,0.0,0,0
301898,Khaleel Dayal,2023,12,1,2.2,0,23,0,-,0.0,9.86,0.0,0,0
1159227,RP Sakariya,2023,12,1,2.3,0,27,0,-,0.0,10.8,0.0,0,0
28026,Piyush Chawla,2023,7,1,2.2,0,17,0,-,0.0,7.29,0.0,0,0
524903,Umran Tyagi,2022,16,16,62.4,0,493,18,1/4,27.39,7.87,20.89,0,0
47492,Dale Steyn,2022,16,12,43.0,0,369,16,3/28,23.06,8.58,16.12,0,0
559235,Kuldeep Yadav,2022,17,11,36.1,0,267,14,3/10,19.07,7.38,15.5,0,0
629925,Tushar Sharma,2022,17,14,36.5,0,346,13,1/18,26.62,9.39,17.0,0,0
138650,Mukesh Yadav,2022,16,16,49.2,0,485,13,3/29,37.31,9.83,22.77,0,0
697391,Avesh Khan,2022,16,13,36.4,2,286,13,3/12,22.0,7.8,16.92,0,0
1025265,Mayank Saini,2022,14,9,33.3,0,334,11,1/18,30.36,9.97,18.27,0,0
209281,Navdeep Yadav,2022,16,12,46.1,0,445,10,5/23,44.5,9.64,27.7,0,1
234675,Ravindra Jadeja,2022,16,7,27.3,0,203,10,5/20,20.3,7.38,16.5,0,1
1159227,RP Sakariya,2022,12,12,31.2,0,247,9,1/24,27.44,7.88,20.89,0,0
1108393,RP Tyagi,2022,16,13,43.3,0,477,9,3/13,53.0,10.97,29.0,0,0
168537,Krunal Deshpande,2022,17,12,31.2,0,285,9,2/7,31.67,9.1,20.89,0,0
1420091,Washington Dayal,2022,14,11,32.3,0,315,8,2/6,39.38,9.69,24.38,0,0
695739,Mukesh Pandey,2022,14,8,30.2,0,292,8,4/8,36.5,9.63,22.75,1,0
36014,Zaheer Khan,2022,17,9,35.0,2,290,8,6/16,36.25,8.29,26.25,0,1
31430,Nitish Tyagi,2022,11,10,27.3,0,266,8,3/29,33.25,9.67,20.62,0,0
443000,Umran Malik,2022,10,8,27.2,0,308,7,2/8,44.0,11.27,23.43,0,0
1341482,Yash Dayal,2022,12,12,28.3,0,230,7,3/21,32.86,8.07,24.43,0,0
842192,Mayank Yadav,2022,12,10,36.1,0,348,6,4/28,58.0,9.62,36.17,1,0
433383,Vinay Bishnoi,2022,9,9,34.1,0,342,6,1/24,57.0,10.01,34.17,0,0
521223,Krunal Sharma,2022,11,8,31.3,0,324,6,4/12,54.0,10.29,31.5,1,0
535835,Kartik Saini,2022,14,9,25.0,0,206,5,1/6,41.2,8.24,30.0,0,0
1485006,Ravi Krishna,2022,16,9,19.1,0,153,5,1/17,30.6,7.98,23.0,0,0
1191803,Tushar Sundar,2022,9,4,14.1,0,131,5,2/5,26.2,9.25,17.0,0,0
375206,Chetan Tyagi,2022,17,12,27.3,0,248,5,2/15,49.6,9.02,33.0,0,0
140960,Vinay Deshpande,2022,15,6,23.4,0,218,5,3/23,43.6,9.21,28.4,0,0
858941,Praveen Malik,2022,14,11,26.1,0,293,5,3/11,58.6,11.2,31.4,0,0
1286673,Siddarth Ahmed,2022,9,9,21.4,0,202,5,1/14,40.4,9.32,26.0,0,0
885915,Jaydev Kaul,2022,13,7,24.5,0,205,5,5/29,41.0,8.26,29.8,0,1
839830,Washington Malik,2022,10,7,18.3,0,151,5,5/28,30.2,8.16,22.2,0,1
656024,Saurabh Yadav,2022,8,4,15.4,0,127,5,4/30,25.4,8.11,18.8,1,0
447261,Deepak Chahar,2022,12,7,23.3,1,187,5,4/9,37.4,7.96,28.2,1,0
1078061,Umran Sharma,2022,10,6,23.2,0,220,5,6/13,44.0,9.43,28.0,0,1
957565,Kartik Singh,2022,9,9,23.5,0,263,5,4/22,52.6,11.03,28.6,1,0
540472,Nitish Sundar,2022,11,8,18.1,0,165,5,5/14,33.0,9.08,21.8,0,1
155214,Saurabh Sundar,2022,10,6,21.0,0,201,5,2/23,40.2,9.57,25.2,0,0
626542,Rahul Yadav,2022,11,10,34.2,0,336,5,1/14,67.2,9.79,41.2,0,0
26421,Ravichandran Ashwin,2022,17,5,10.5,3,74,5,1/13,14.8,6.83,13.0,0,0
577055,RP Pandey,2022,12,10,21.2,0,218,5,3/10,43.6,10.22,25.6,0,0
301898,Khaleel Dayal,2022,10,6,13.5,0,142,4,3/24,35.5,10.27,20.75,0,0
646072,Prasidh Yadav,2022,11,5,18.4,0,171,4,2/6,42.75,9.16,28.0,0,0
148106,Jaydev Unadkat,2022,7,4,15.2,0,135,4,2/15,33.75,8.8,23.0,0,0
1388877,Nitish Sharma,2022,12,5,17.2,0,163,4,3/28,40.75,9.4,26.0,0,0
1231530,Khaleel Tyagi,2022,11,4,14.3,0,133,4,3/19,33.25,9.17,21.75,0,0
841131,Ravi Yadav,2022,12,7,16.3,0,174,4,2/5,43.5,10.55,24.75,0,0
550215,Kagiso Rabada,2022,10,7,15.4,0,131,4,3/23,32.75,8.36,23.5,0,0
721716,Nitish Malik,2022,12,8,19.1,0,151,4,2/8,37.75,7.88,28.75,0,0
868312,Irfan Patel,2022,11,11,22.5,0,206,4,4/14,51.5,9.02,34.25,1,0
1068087,Navdeep Kumar,2022,6,5,19.4,0,197,4,1/13,49.25,10.02,29.5,0,0
1286854,Praveen Deshpande,2022,8,5,13.2,0,133,4,4/26,33.25,9.97,20.0,1,0
492703,Yash Yadav,2022,13,10,27.1,0,271,4,4/25,67.75,9.98,40.75,1,0
752794,Ravi Ahmed,2022,17,6,21.1,0,227,4,4/21,56.75,10.72,31.75,1,0
515856,Umran Patel,2022,13,7,20.5,0,231,4,1/5,57.75,11.09,31.25,0,0
260015,Ravi Tyagi,2022,10,8,25.4,0,226,4,4/12,56.5,8.81,38.5,1,0
230558,Sunil Narine,2022,13,5,15.3,1,122,4,4/32,30.5,7.87,23.25,1,0
51939,Jaydev Saini,2022,16,4,12.0,0,98,3,1/12,32.67,8.17,24.0,0,0
40618,Imran Tahir,2022,9,3,9.3,0,65,3,1/6,21.67,6.84,19.0,0,0
311592,Mitchell Starc,2022,2,2,7.3,0,55,3,1/4,18.33,7.33,15.0,0,0
430246,Yuzvendra Chahal,2022,11,3,9.4,0,75,3,1/24,25.0,7.76,19.33,0,0
816615,Prasidh Patel,2022,10,4,12.0,0,108,3,2/11,36.0,9.0,24.0,0,0
978292,Navdeep Malik,2022,16,7,17.4,0,166,3,3/7,55.33,9.4,35.33,0,0
222080,Khaleel Krishna,2022,9,5,16.2,0,155,3,2/26,51.67,9.49,32.67,0,0
793463,Rashid Khan,2022,10,3,8.1,0,54,3,3/28,18.0,6.61,16.33,0,0
216900,Navdeep Ahmed,2022,5,5,14.5,0,167,3,2/21,55.67,11.26,29.67,0,0
549015,Tushar Pandey,2022,3,3,10.3,0,90,3,2/18,30.0,8.57,21.0,0,0
1172833,Ravi Kaul,2022,15,4,11.2,0,125,3,3/20,41.67,11.03,22.67,0,0
940973,Mohammed Siraj,2022,11,3,10.5,2,81,3,2/17,27.0,7.48,21.67,0,0
1134465,Mukesh Patel,2022,3,3,7.1,0,82,2,2/13,41.0,11.44,21.5,0,0
475281,Shardul Thakur,2022,6,3,7.2,0,49,2,2/16,24.5,6.68,22.0,0,0
1175152,Chetan Deshpande,2022,17,4,14.0,0,153,2,2/2,76.5,10.93,42.0,0,0
372600,Saurabh Saini,2022,13,3,10.0,0,114,2,1/21,57.0,11.4,30.0,0,0
