season,Player,Player_ID,Team,Matches,Batting_Runs,Batting_Balls,Batting_Dismissals,Batting_Average,Strike_Rate,Fours,Sixes,Bowling_Balls,Overs,Bowling_Runs_Conceded,Bowling_Wickets,Bowling_Strike_Rate,Economy,Dot_Balls,Dot_Ball_Pct,Team_Matches,Team_Wins,Team_Losses,Team_No_Results,Team_Win_Pct,Team_Points,ESPN_Player_ID,Photo_URL,ESPN_Profile_URL
2013,DP Nannes,c404f58a,Chennai Super Kings,5,0,0,0,,,0,0,119,19.83,158,4,29.75,7.97,50,42.02,18,12,6,0,66.67,24,c404f58a,https://a.espncdn.com/i/headshots/cricket/players/full/c404f58a.png,https://www.espncricinfo.com/cricketers/dp-nannes-c404f58a
2013,DPMD Jayawardene,d18f9182,Delhi Daredevils,15,331,312,14,23.64,106.09,39,6,0,,0,0,,,0,,16,3,12,1,20.0,7,d18f9182,https://a.espncdn.com/i/headshots/cricket/players/full/d18f9182.png,https://www.espncricinfo.com/cricketers/dpmd-jayawardene-d18f9182
2013,DR Smith,35205dfc,Mumbai Indians,13,418,340,13,32.15,122.94,40,19,30,5.0,59,2,15.0,11.8,7,23.33,19,13,6,0,68.42,26,35205dfc,https://a.espncdn.com/i/headshots/cricket/players/full/35205dfc.png,https://www.espncricinfo.com/cricketers/dr-smith-35205dfc
2013,DS Kulkarni,d2a989fc,Mumbai Indians,6,0,0,0,,,0,0,112,18.67,151,8,14.0,8.09,53,47.32,19,13,6,0,68.42,26,d2a989fc,https://a.espncdn.com/i/headshots/cricket/players/full/d2a989fc.png,https://www.espncricinfo.com/cricketers/ds-kulkarni-d2a989fc
2013,DT Christian,2a2e6343,Royal Challengers Bangalore,2,6,15,2,3.0,40.0,0,0,36,6.0,55,0,,9.17,14,38.89,16,8,6,2,57.14,18,2a2e6343,https://a.espncdn.com/i/headshots/cricket/players/full/2a2e6343.png,https://www.espncricinfo.com/cricketers/dt-christian-2a2e6343
2013,DW Steyn,8fd1a8f5,Sunrisers Hyderabad,17,53,36,2,26.5,147.22,5,2,413,68.83,399,19,21.74,5.8,211,51.09,17,9,7,1,56.25,19,8fd1a8f5,https://a.espncdn.com/i/headshots/cricket/players/full/8fd1a8f5.png,https://www.espncricinfo.com/cricketers/dw-steyn-8fd1a8f5
2013,EJG Morgan,d2a6c0e6,Kolkata Knight Riders,14,307,240,10,30.7,127.92,28,13,0,,0,0,,,0,,16,6,10,0,37.5,12,d2a6c0e6,https://a.espncdn.com/i/headshots/cricket/players/full/d2a6c0e6.png,https://www.espncricinfo.com/cricketers/ejg-morgan-d2a6c0e6
2013,G Gambhir,bb345e0b,Kolkata Knight Riders,16,406,342,15,27.07,118.71,51,5,0,,0,0,,,0,,16,6,10,0,37.5,12,bb345e0b,https://a.espncdn.com/i/headshots/cricket/players/full/bb345e0b.png,https://www.espncricinfo.com/cricketers/g-gambhir-bb345e0b
2013,GB Hogg,f708a0bc,Rajasthan Royals,1,0,0,0,,,0,0,20,3.33,31,0,,9.3,5,25.0,18,11,7,0,61.11,22,f708a0bc,https://a.espncdn.com/i/headshots/cricket/players/full/f708a0bc.png,https://www.espncricinfo.com/cricketers/gb-hogg-f708a0bc
2013,GH Vihari,94253925,Sunrisers Hyderabad,17,241,277,14,17.21,87.0,17,1,36,6.0,38,1,36.0,6.33,17,47.22,17,9,7,1,56.25,19,94253925,https://a.espncdn.com/i/headshots/cricket/players/full/94253925.png,https://www.espncricinfo.com/cricketers/gh-vihari-94253925
2013,GJ Maxwell,b681e71e,Mumbai Indians,3,36,27,2,18.0,133.33,1,4,12,2.0,23,0,,11.5,2,16.67,19,13,6,0,68.42,26,b681e71e,https://a.espncdn.com/i/headshots/cricket/players/full/b681e71e.png,https://www.espncricinfo.com/cricketers/gj-maxwell-b681e71e
2013,Gurkeerat Singh,6eb146d2,Kings XI Punjab,11,108,95,9,12.0,113.68,10,3,0,,0,0,,,0,,16,8,8,0,50.0,16,6eb146d2,https://a.espncdn.com/i/headshots/cricket/players/full/6eb146d2.png,https://www.espncricinfo.com/cricketers/gurkeerat-singh-6eb146d2
2013,Harbhajan Singh,8b5b6769,Mumbai Indians,19,116,79,5,23.2,146.84,12,5,420,70.0,456,24,17.5,6.51,163,38.81,19,13,6,0,68.42,26,8b5b6769,https://a.espncdn.com/i/headshots/cricket/players/full/8b5b6769.png,https://www.espncricinfo.com/cricketers/harbhajan-singh-8b5b6769
2013,Harmeet Singh,2a72fd4f,Kings XI Punjab,3,3,4,0,,75.0,0,0,68,11.33,87,5,13.6,7.68,27,39.71,16,8,8,0,50.0,16,0bf15e52,https://a.espncdn.com/i/headshots/cricket/players/full/0bf15e52.png,https://www.espncricinfo.com/cricketers/harmeet-singh-0bf15e52
2013,Harmeet Singh,0bf15e52,Rajasthan Royals,1,0,0,0,,,0,0,24,4.0,34,1,24.0,8.5,12,50.0,18,11,7,0,61.11,22,0bf15e52,https://a.espncdn.com/i/headshots/cricket/players/full/0bf15e52.png,https://www.espncricinfo.com/cricketers/harmeet-singh-0bf15e52
2013,I Sharma,5bb1a1c4,Sunrisers Hyderabad,16,0,0,0,,,0,0,358,59.67,466,15,23.87,7.81,160,44.69,17,9,7,1,56.25,19,5bb1a1c4,https://a.espncdn.com/i/headshots/cricket/players/full/5bb1a1c4.png,https://www.espncricinfo.com/cricketers/i-sharma-5bb1a1c4
2013,IC Pandey,e0407c01,Pune Warriors,2,0,2,1,0.0,0.0,0,0,24,4.0,50,1,24.0,12.5,7,29.17,16,4,12,0,25.0,8,e0407c01,https://a.espncdn.com/i/headshots/cricket/players/full/e0407c01.png,https://www.espncricinfo.com/cricketers/ic-pandey-e0407c01
2013,IK Pathan,5fa06777,Delhi Daredevils,15,153,155,8,19.12,98.71,10,4,308,51.33,382,10,30.8,7.44,134,43.51,16,3,12,1,20.0,7,5fa06777,https://a.espncdn.com/i/headshots/cricket/players/full/5fa06777.png,https://www.espncricinfo.com/cricketers/ik-pathan-5fa06777
2013,Iqbal Abdulla,85aae393,Kolkata Knight Riders,5,8,14,0,,57.14,0,0,113,18.83,142,7,16.14,7.54,41,36.28,16,6,10,0,37.5,12,85aae393,https://a.espncdn.com/i/headshots/cricket/players/full/85aae393.png,https://www.espncricinfo.com/cricketers/iqbal-abdulla-85aae393
2013,J Botha,7c503806,Delhi Daredevils,6,43,52,6,7.17,82.69,5,1,100,16.67,109,5,20.0,6.54,37,37.0,16,3,12,1,20.0,7,7c503806,https://a.espncdn.com/i/headshots/cricket/players/full/7c503806.png,https://www.espncricinfo.com/cricketers/j-botha-7c503806
2013,J Syed Mohammad,c64c2443,Royal Challengers Bangalore,4,10,13,2,5.0,76.92,1,0,60,10.0,91,3,20.0,9.1,10,16.67,16,8,6,2,57.14,18,c64c2443,https://a.espncdn.com/i/headshots/cricket/players/full/c64c2443.png,https://www.espncricinfo.com/cricketers/j-syed-mohammad-c64c2443
2013,JA Morkel,c3d35165,Chennai Super Kings,8,46,37,3,15.33,124.32,2,3,144,24.0,159,7,20.57,6.62,59,40.97,18,12,6,0,66.67,24,c3d35165,https://a.espncdn.com/i/headshots/cricket/players/full/c3d35165.png,https://www.espncricinfo.com/cricketers/ja-morkel-c3d35165
2013,JD Unadkat,1e66c162,Royal Challengers Bangalore,13,2,2,0,,100.0,0,0,294,49.0,370,13,22.62,7.55,102,34.69,16,8,6,2,57.14,18,1e66c162,https://a.espncdn.com/i/headshots/cricket/players/full/1e66c162.png,https://www.espncricinfo.com/cricketers/jd-unadkat-1e66c162
2013,JDP Oram,3eac9d95,Mumbai Indians,1,0,0,0,,,0,0,24,4.0,22,0,,5.5,11,45.83,19,13,6,0,68.42,26,3eac9d95,https://a.espncdn.com/i/headshots/cricket/players/full/3eac9d95.png,https://www.espncricinfo.com/cricketers/jdp-oram-3eac9d95
2013,JH Kallis,86dc8f2e,Kolkata Knight Riders,16,311,322,15,20.73,96.58,35,3,318,53.0,394,16,19.88,7.43,112,35.22,16,6,10,0,37.5,12,86dc8f2e,https://a.espncdn.com/i/headshots/cricket/players/full/86dc8f2e.png,https://www.espncricinfo.com/cricketers/jh-kallis-86dc8f2e
2013,JJ Bumrah,462411b3,Mumbai Indians,2,0,0,0,,,0,0,42,7.0,70,3,14.0,10.0,16,38.1,19,13,6,0,68.42,26,462411b3,https://a.espncdn.com/i/headshots/cricket/players/full/462411b3.png,https://www.espncricinfo.com/cricketers/jj-bumrah-462411b3
2013,JO Holder,0f721006,Chennai Super Kings,6,0,0,0,,,0,0,120,20.0,168,2,60.0,8.4,47,39.17,18,12,6,0,66.67,24,0f721006,https://a.espncdn.com/i/headshots/cricket/players/full/0f721006.png,https://www.espncricinfo.com/cricketers/jo-holder-0f721006
2013,JP Faulkner,808f425a,Rajasthan Royals,16,57,57,5,11.4,100.0,5,2,379,63.17,427,28,13.54,6.76,161,42.48,18,11,7,0,61.11,22,808f425a,https://a.espncdn.com/i/headshots/cricket/players/full/808f425a.png,https://www.espncricinfo.com/cricketers/jp-faulkner-808f425a
2013,K Upadhyay,27e71d47,Pune Warriors,2,1,1,0,,100.0,0,0,30,5.0,48,0,,9.6,10,33.33,16,4,12,0,25.0,8,27e71d47,https://a.espncdn.com/i/headshots/cricket/players/full/27e71d47.png,https://www.espncricinfo.com/cricketers/k-upadhyay-27e71d47
2013,KA Pollard,a757b0d8,Mumbai Indians,18,420,278,11,38.18,151.08,27,29,186,31.0,292,10,18.6,9.42,60,32.26,19,13,6,0,68.42,26,a757b0d8,https://a.espncdn.com/i/headshots/cricket/players/full/a757b0d8.png,https://www.espncricinfo.com/cricketers/ka-pollard-a757b0d8
2013,KB Arun Karthik,7daedf2f,Royal Challengers Bangalore,12,41,38,3,13.67,107.89,3,1,0,,0,0,,,0,,16,8,6,2,57.14,18,7daedf2f,https://a.espncdn.com/i/headshots/cricket/players/full/7daedf2f.png,https://www.espncricinfo.com/cricketers/kb-arun-karthik-7daedf2f
2013,KC Sangakkara,6b71e6cf,Sunrisers Hyderabad,9,120,136,9,13.33,88.24,13,0,0,,0,0,,,0,,17,9,7,1,56.25,19,6b71e6cf,https://a.espncdn.com/i/headshots/cricket/players/full/6b71e6cf.png,https://www.espncricinfo.com/cricketers/kc-sangakkara-6b71e6cf
2013,KD Karthik,c03f1114,Mumbai Indians,19,510,409,20,25.5,124.69,54,14,0,,0,0,,,0,,19,13,6,0,68.42,26,c03f1114,https://a.espncdn.com/i/headshots/cricket/players/full/c03f1114.png,https://www.espncricinfo.com/cricketers/kd-karthik-c03f1114
2013,KK Cooper,557153ca,Rajasthan Royals,14,39,22,4,9.75,177.27,4,2,324,54.0,449,19,17.05,8.31,98,30.25,18,11,7,0,61.11,22,557153ca,https://a.espncdn.com/i/headshots/cricket/players/full/557153ca.png,https://www.espncricinfo.com/cricketers/kk-cooper-557153ca
2013,KK Nair,944533a5,Royal Challengers Bangalore,2,9,12,2,4.5,75.0,0,0,0,,0,0,,,0,,16,8,6,2,57.14,18,944533a5,https://a.espncdn.com/i/headshots/cricket/players/full/944533a5.png,https://www.espncricinfo.com/cricketers/kk-nair-944533a5
2013,KL Rahul,b17e2f24,Royal Challengers Bangalore,5,20,16,2,10.0,125.0,4,0,0,,0,0,,,0,,16,8,6,2,57.14,18,b17e2f24,https://a.espncdn.com/i/headshots/cricket/players/full/b17e2f24.png,https://www.espncricinfo.com/cricketers/kl-rahul-b17e2f24
2013,KM Jadhav,99d63244,Delhi Daredevils,12,152,123,8,19.0,123.58,8,5,0,,0,0,,,0,,16,3,12,1,20.0,7,99d63244,https://a.espncdn.com/i/headshots/cricket/players/full/99d63244.png,https://www.espncricinfo.com/cricketers/km-jadhav-99d63244
2013,KV Sharma,119678fd,Sunrisers Hyderabad,13,85,86,5,17.0,98.84,6,2,209,34.83,230,11,19.0,6.6,88,42.11,17,9,7,1,56.25,19,119678fd,https://a.espncdn.com/i/headshots/cricket/players/full/119678fd.png,https://www.espncricinfo.com/cricketers/kv-sharma-119678fd
2013,KW Richardson,dfc4d8b5,Pune Warriors,3,34,36,2,17.0,94.44,2,1,71,11.83,101,2,35.5,8.54,28,39.44,16,4,12,0,25.0,8,dfc4d8b5,https://a.espncdn.com/i/headshots/cricket/players/full/dfc4d8b5.png,https://www.espncricinfo.com/cricketers/kw-richardson-dfc4d8b5
2013,L Balaji,b2b50355,Kolkata Knight Riders,13,9,10,1,9.0,90.0,1,0,300,50.0,387,12,25.0,7.74,113,37.67,16,6,10,0,37.5,12,b2b50355,https://a.espncdn.com/i/headshots/cricket/players/full/b2b50355.png,https://www.espncricinfo.com/cricketers/l-balaji-b2b50355
2013,LA Pomersbach,b63ab531,Kings XI Punjab,3,58,59,3,19.33,98.31,5,1,0,,0,0,,,0,,16,8,8,0,50.0,16,b63ab531,https://a.espncdn.com/i/headshots/cricket/players/full/b63ab531.png,https://www.espncricinfo.com/cricketers/la-pomersbach-b63ab531
2013,LJ Wright,cca50cd6,Pune Warriors,6,106,59,4,26.5,179.66,16,3,59,9.83,100,2,29.5,10.17,12,20.34,16,4,12,0,25.0,8,cca50cd6,https://a.espncdn.com/i/headshots/cricket/players/full/cca50cd6.png,https://www.espncricinfo.com/cricketers/lj-wright-cca50cd6
2013,LR Shukla,b1451597,Kolkata Knight Riders,4,3,12,2,1.5,25.0,0,0,18,3.0,22,1,18.0,7.33,7,38.89,16,6,10,0,37.5,12,b1451597,https://a.espncdn.com/i/headshots/cricket/players/full/b1451597.png,https://www.espncricinfo.com/cricketers/lr-shukla-b1451597
2013,LRPL Taylor,b61a3e1a,Pune Warriors,5,63,76,4,15.75,82.89,2,1,0,,0,0,,,0,,16,4,12,0,25.0,8,b61a3e1a,https://a.espncdn.com/i/headshots/cricket/players/full/b61a3e1a.png,https://www.espncricinfo.com/cricketers/lrpl-taylor-b61a3e1a
2013,M Kartik,abfeb126,Royal Challengers Bangalore,11,2,3,1,2.0,66.67,0,0,234,39.0,284,9,26.0,7.28,71,30.34,16,8,6,2,57.14,18,abfeb126,https://a.espncdn.com/i/headshots/cricket/players/full/abfeb126.png,https://www.espncricinfo.com/cricketers/m-kartik-abfeb126
2013,M Manhas,c42aaf71,Pune Warriors,3,13,17,0,,76.47,1,0,0,,0,0,,,0,,16,4,12,0,25.0,8,c42aaf71,https://a.espncdn.com/i/headshots/cricket/players/full/c42aaf71.png,https://www.espncricinfo.com/cricketers/m-manhas-c42aaf71
2013,M Morkel,5bb5a915,Delhi Daredevils,10,57,29,5,11.4,196.55,6,3,240,40.0,335,7,34.29,8.38,91,37.92,16,3,12,1,20.0,7,5bb5a915,https://a.espncdn.com/i/headshots/cricket/players/full/5bb5a915.png,https://www.espncricinfo.com/cricketers/m-morkel-5bb5a915
2013,M Muralitharan,4ba44e19,Royal Challengers Bangalore,6,0,0,0,,,0,0,138,23.0,177,3,46.0,7.7,42,30.43,16,8,6,2,57.14,18,4ba44e19,https://a.espncdn.com/i/headshots/cricket/players/full/4ba44e19.png,https://www.espncricinfo.com/cricketers/m-muralitharan-4ba44e19
2013,M Rawat,de8d3876,Pune Warriors,2,5,11,1,5.0,45.45,0,0,0,,0,0,,,0,,16,4,12,0,25.0,8,de8d3876,https://a.espncdn.com/i/headshots/cricket/players/full/de8d3876.png,https://www.espncricinfo.com/cricketers/m-rawat-de8d3876
2013,M Vijay,4b57e452,Chennai Super Kings,15,312,286,12,26.0,109.09,27,8,0,,0,0,,,0,,18,12,6,0,66.67,24,4b57e452,https://a.espncdn.com/i/headshots/cricket/players/full/4b57e452.png,https://www.espncricinfo.com/cricketers/m-vijay-4b57e452
2013,M Vohra,c03e2850,Kings XI Punjab,12,161,117,7,23.0,137.61,22,2,0,,0,0,,,0,,16,8,8,0,50.0,16,c03e2850,https://a.espncdn.com/i/headshots/cricket/players/full/c03e2850.png,https://www.espncricinfo.com/cricketers/m-vohra-c03e2850
2013,MA Agarwal,00ea847a,Royal Challengers Bangalore,5,67,62,5,13.4,108.06,6,3,0,,0,0,,,0,,16,8,6,2,57.14,18,00ea847a,https://a.espncdn.com/i/headshots/cricket/players/full/00ea847a.png,https://www.espncricinfo.com/cricketers/ma-agarwal-00ea847a
2013,MC Henriques,32198ae0,Royal Challengers Bangalore,10,165,124,4,41.25,133.06,20,3,127,21.17,185,7,18.14,8.74,50,39.37,16,8,6,2,57.14,18,32198ae0,https://a.espncdn.com/i/headshots/cricket/players/full/32198ae0.png,https://www.espncricinfo.com/cricketers/mc-henriques-32198ae0
2013,MC Juneja,605b7efa,Delhi Daredevils,7,125,128,7,17.86,97.66,11,1,0,,0,0,,,0,,16,3,12,1,20.0,7,605b7efa,https://a.espncdn.com/i/headshots/cricket/players/full/605b7efa.png,https://www.espncricinfo.com/cricketers/mc-juneja-605b7efa
2013,MDKJ Perera,f21043a5,Rajasthan Royals,2,14,13,2,7.0,107.69,3,0,0,,0,0,,,0,,18,11,7,0,61.11,22,f21043a5,https://a.espncdn.com/i/headshots/cricket/players/full/f21043a5.png,https://www.espncricinfo.com/cricketers/mdkj-perera-f21043a5
2013,MEK Hussey,48fd7349,Chennai Super Kings,17,733,565,15,48.87,129.73,81,17,0,,0,0,,,0,,18,12,6,0,66.67,24,48fd7349,https://a.espncdn.com/i/headshots/cricket/players/full/48fd7349.png,https://www.espncricinfo.com/cricketers/mek-hussey-48fd7349
2013,MG Johnson,f5180fe6,Mumbai Indians,17,39,36,4,9.75,108.33,2,2,384,64.0,459,24,16.0,7.17,188,48.96,19,13,6,0,68.42,26,f5180fe6,https://a.espncdn.com/i/headshots/cricket/players/full/f5180fe6.png,https://www.espncricinfo.com/cricketers/mg-johnson-f5180fe6
2013,MG Neser,0164b064,Kings XI Punjab,1,0,0,0,,,0,0,24,4.0,62,0,,15.5,5,20.83,16,8,8,0,50.0,16,0164b064,https://a.espncdn.com/i/headshots/cricket/players/full/0164b064.png,https://www.espncricinfo.com/cricketers/mg-neser-0164b064
2013,MK Pandey,93b4fc78,Pune Warriors,7,136,137,6,22.67,99.27,11,3,0,,0,0,,,0,,16,4,12,0,25.0,8,93b4fc78,https://a.espncdn.com/i/headshots/cricket/players/full/93b4fc78.png,https://www.espncricinfo.com/cricketers/mk-pandey-93b4fc78
2013,MK Tiwary,26e5cabf,Kolkata Knight Riders,10,146,140,8,18.25,104.29,12,1,0,,0,0,,,0,,16,6,10,0,37.5,12,26e5cabf,https://a.espncdn.com/i/headshots/cricket/players/full/26e5cabf.png,https://www.espncricinfo.com/cricketers/mk-tiwary-26e5cabf
2013,MM Patel,f0f628c7,Mumbai Indians,4,0,0,0,,,0,0,90,15.0,137,3,30.0,9.13,32,35.56,19,13,6,0,68.42,26,f0f628c7,https://a.espncdn.com/i/headshots/cricket/players/full/f0f628c7.png,https://www.espncricinfo.com/cricketers/mm-patel-f0f628c7
2013,MM Sharma,759ac88f,Chennai Super Kings,15,0,5,1,0.0,0.0,0,0,304,50.67,326,20,15.2,6.43,161,52.96,18,12,6,0,66.67,24,759ac88f,https://a.espncdn.com/i/headshots/cricket/players/full/759ac88f.png,https://www.espncricinfo.com/cricketers/mm-sharma-759ac88f
2013,MN Samuels,f846de6a,Pune Warriors,2,8,18,2,4.0,44.44,1,0,24,4.0,34,1,24.0,8.5,8,33.33,16,4,12,0,25.0,8,f846de6a,https://a.espncdn.com/i/headshots/cricket/players/full/f846de6a.png,https://www.espncricinfo.com/cricketers/mn-samuels-f846de6a
2013,MR Marsh,3d8feaf8,Pune Warriors,9,140,106,7,20.0,132.08,6,10,116,19.33,182,7,16.57,9.41,35,30.17,16,4,12,0,25.0,8,3d8feaf8,https://a.espncdn.com/i/headshots/cricket/players/full/3d8feaf8.png,https://www.espncricinfo.com/cricketers/mr-marsh-3d8feaf8
2013,MS Bisla,5afd4539,Kolkata Knight Riders,14,255,235,14,18.21,108.51,36,6,0,,0,0,,,0,,16,6,10,0,37.5,12,5afd4539,https://a.espncdn.com/i/headshots/cricket/players/full/5afd4539.png,https://www.espncricinfo.com/cricketers/ms-bisla-5afd4539
2013,MS Dhoni,4a8a2e3b,Chennai Super Kings,18,461,280,12,38.42,164.64,32,25,0,,0,0,,,0,,18,12,6,0,66.67,24,4a8a2e3b,https://a.espncdn.com/i/headshots/cricket/players/full/4a8a2e3b.png,https://www.espncricinfo.com/cricketers/ms-dhoni-4a8a2e3b
2013,MS Gony,ae78bc32,Kings XI Punjab,8,45,25,3,15.0,180.0,4,3,168,28.0,256,7,24.0,9.14,62,36.9,16,8,8,0,50.0,16,ae78bc32,https://a.espncdn.com/i/headshots/cricket/players/full/ae78bc32.png,https://www.espncricinfo.com/cricketers/ms-gony-ae78bc32
2013,Mandeep Singh,c3a96caf,Kings XI Punjab,16,260,223,12,21.67,116.59,36,0,0,,0,0,,,0,,16,8,8,0,50.0,16,c3a96caf,https://a.espncdn.com/i/headshots/cricket/players/full/c3a96caf.png,https://www.espncricinfo.com/cricketers/mandeep-singh-c3a96caf
2013,Mohammed Shami,8cf9814c,Kolkata Knight Riders,3,5,10,1,5.0,50.0,0,0,54,9.0,78,1,54.0,8.67,21,38.89,16,6,10,0,37.5,12,8cf9814c,https://a.espncdn.com/i/headshots/cricket/players/full/8cf9814c.png,https://www.espncricinfo.com/cricketers/mohammed-shami-8cf9814c
2013,NLTC Perera,0f12f9df,Sunrisers Hyderabad,16,235,163,12,19.58,144.17,12,14,358,59.67,478,19,18.84,8.01,136,37.99,17,9,7,1,56.25,19,0f12f9df,https://a.espncdn.com/i/headshots/cricket/players/full/0f12f9df.png,https://www.espncricinfo.com/cricketers/nltc-perera-0f12f9df
2013,NM Coulter-Nile,56ab442f,Mumbai Indians,1,9,6,1,9.0,150.0,0,1,24,4.0,29,1,24.0,7.25,11,45.83,19,13,6,0,68.42,26,56ab442f,https://a.espncdn.com/i/headshots/cricket/players/full/56ab442f.png,https://www.espncricinfo.com/cricketers/nm-coulter-nile-56ab442f
2013,NV Ojha,890946a0,Delhi Daredevils,2,9,10,1,9.0,90.0,1,0,0,,0,0,,,0,,16,3,12,1,20.0,7,890946a0,https://a.espncdn.com/i/headshots/cricket/players/full/890946a0.png,https://www.espncricinfo.com/cricketers/nv-ojha-890946a0
2013,OA Shah,7bf96684,Rajasthan Royals,2,25,23,2,12.5,108.7,2,0,0,,0,0,,,0,,18,11,7,0,61.11,22,7bf96684,https://a.espncdn.com/i/headshots/cricket/players/full/7bf96684.png,https://www.espncricinfo.com/cricketers/oa-shah-7bf96684
2013,P Awana,1a0c3177,Kings XI Punjab,14,1,9,3,0.33,11.11,0,0,324,54.0,412,15,21.6,7.63,133,41.05,16,8,8,0,50.0,16,1a0c3177,https://a.espncdn.com/i/headshots/cricket/players/full/1a0c3177.png,https://www.espncricinfo.com/cricketers/p-awana-1a0c3177
2013,P Dogra,2728e7e9,Kolkata Knight Riders,1,5,8,1,5.0,62.5,0,0,0,,0,0,,,0,,16,6,10,0,37.5,12,2728e7e9,https://a.espncdn.com/i/headshots/cricket/players/full/2728e7e9.png,https://www.espncricinfo.com/cricketers/p-dogra-2728e7e9
2013,P Kumar,e938e1bc,Kings XI Punjab,15,47,38,5,9.4,123.68,3,3,338,56.33,373,12,28.17,6.62,155,45.86,16,8,8,0,50.0,16,e938e1bc,https://a.espncdn.com/i/headshots/cricket/players/full/e938e1bc.png,https://www.espncricinfo.com/cricketers/p-kumar-e938e1bc
2013,P Negi,f62772e5,Delhi Daredevils,1,0,0,0,,,0,0,24,4.0,28,0,,7.0,3,12.5,16,3,12,1,20.0,7,f62772e5,https://a.espncdn.com/i/headshots/cricket/players/full/f62772e5.png,https://www.espncricinfo.com/cricketers/p-negi-f62772e5
2013,P Suyal,cedc1d9a,Mumbai Indians,1,0,0,0,,,0,0,18,3.0,21,1,18.0,7.0,9,50.0,19,13,6,0,68.42,26,cedc1d9a,https://a.espncdn.com/i/headshots/cricket/players/full/cedc1d9a.png,https://www.espncricinfo.com/cricketers/p-suyal-cedc1d9a
2013,PA Patel,b5da6c24,Sunrisers Hyderabad,13,294,255,13,22.62,115.29,37,4,0,,0,0,,,0,,17,9,7,1,56.25,19,b5da6c24,https://a.espncdn.com/i/headshots/cricket/players/full/b5da6c24.png,https://www.espncricinfo.com/cricketers/pa-patel-b5da6c24
2013,PA Reddy,2461eef2,Sunrisers Hyderabad,7,91,101,7,13.0,90.1,9,0,0,,0,0,,,0,,17,9,7,1,56.25,19,2461eef2,https://a.espncdn.com/i/headshots/cricket/players/full/2461eef2.png,https://www.espncricinfo.com/cricketers/pa-reddy-2461eef2
2013,PC Valthaty,25eeb281,Kings XI Punjab,1,6,17,1,6.0,35.29,0,0,0,,0,0,,,0,,16,8,8,0,50.0,16,25eeb281,https://a.espncdn.com/i/headshots/cricket/players/full/25eeb281.png,https://www.espncricinfo.com/cricketers/pc-valthaty-25eeb281
2013,PJ Sangwan,9fc0ef64,Kolkata Knight Riders,2,4,2,0,,200.0,1,0,24,4.0,51,0,,12.75,7,29.17,16,6,10,0,37.5,12,9fc0ef64,https://a.espncdn.com/i/headshots/cricket/players/full/9fc0ef64.png,https://www.espncricinfo.com/cricketers/pj-sangwan-9fc0ef64
2013,PP Chawla,98ae73b1,Kings XI Punjab,16,64,57,6,10.67,112.28,5,3,350,58.33,418,11,31.82,7.17,117,33.43,16,8,8,0,50.0,16,98ae73b1,https://a.espncdn.com/i/headshots/cricket/players/full/98ae73b1.png,https://www.espncricinfo.com/cricketers/pp-chawla-98ae73b1
2013,PP Ojha,6c6591ab,Mumbai Indians,16,2,4,1,2.0,50.0,0,0,314,52.33,381,16,19.62,7.28,108,34.39,19,13,6,0,68.42,26,6c6591ab,https://a.espncdn.com/i/headshots/cricket/players/full/6c6591ab.png,https://www.espncricinfo.com/cricketers/pp-ojha-6c6591ab
2013,PV Tambe,6aed7e79,Rajasthan Royals,3,3,6,0,,50.0,0,0,66,11.0,88,1,66.0,8.0,20,30.3,18,11,7,0,61.11,22,6aed7e79,https://a.espncdn.com/i/headshots/cricket/players/full/6aed7e79.png,https://www.espncricinfo.com/cricketers/pv-tambe-6aed7e79
2013,Parvez Rasool,9170ff49,Pune Warriors,2,5,9,1,5.0,55.56,0,0,30,5.0,28,1,30.0,5.6,12,40.0,16,4,12,0,25.0,8,9170ff49,https://a.espncdn.com/i/headshots/cricket/players/full/9170ff49.png,https://www.espncricinfo.com/cricketers/parvez-rasool-9170ff49
2013,Q de Kock,372455c4,Sunrisers Hyderabad,3,6,15,3,2.0,40.0,1,0,0,,0,0,,,0,,17,9,7,1,56.25,19,372455c4,https://a.espncdn.com/i/headshots/cricket/players/full/372455c4.png,https://www.espncricinfo.com/cricketers/q-de-kock-372455c4
2013,R Ashwin,495d42a5,Chennai Super Kings,18,35,49,4,8.75,71.43,4,0,348,58.0,390,15,23.2,6.72,121,34.77,18,12,6,0,66.67,24,495d42a5,https://a.espncdn.com/i/headshots/cricket/players/full/495d42a5.png,https://www.espncricinfo.com/cricketers/r-ashwin-495d42a5
2013,R Bhatia,33a364a6,Kolkata Knight Riders,15,99,80,6,16.5,123.75,8,3,263,43.83,332,11,23.91,7.57,59,22.43,16,6,10,0,37.5,12,33a364a6,https://a.espncdn.com/i/headshots/cricket/players/full/33a364a6.png,https://www.espncricinfo.com/cricketers/r-bhatia-33a364a6
2013,R Dhawan,26a85969,Mumbai Indians,6,21,21,3,7.0,100.0,3,0,90,15.0,109,2,45.0,7.27,34,37.78,19,13,6,0,68.42,26,26a85969,https://a.espncdn.com/i/headshots/cricket/players/full/26a85969.png,https://www.espncricinfo.com/cricketers/r-dhawan-26a85969
2013,R Dravid,0184dc35,Rajasthan Royals,18,471,424,16,29.44,111.08,64,5,0,,0,0,,,0,,18,11,7,0,61.11,22,0184dc35,https://a.espncdn.com/i/headshots/cricket/players/full/0184dc35.png,https://www.espncricinfo.com/cricketers/r-dravid-0184dc35
