season,batter,matches,runs,balls,fours,sixes,strike_rate
2013,KM Jadhav,10,152,123,8,5,123.58
2013,KV Sharma,6,78,73,6,2,106.85
2013,KW Richardson,2,34,36,2,1,94.44
2013,L Balaji,2,9,10,1,0,90.0
2013,LA Pomersbach,3,58,59,5,1,98.31
2013,LJ Wright,5,106,59,16,3,179.66
2013,LR Shukla,2,3,12,0,0,25.0
2013,LRPL Taylor,5,63,76,2,1,82.89
2013,M Kartik,2,2,3,0,0,66.67
2013,M Manhas,2,13,17,1,0,76.47
2013,M Morkel,6,57,29,6,3,196.55
2013,M Rawat,1,5,11,0,0,45.45
2013,M Vijay,15,312,286,27,8,109.09
2013,M Vohra,10,161,117,22,2,137.61
2013,MA Agarwal,5,67,62,6,3,108.06
2013,MC Henriques,9,165,124,20,3,133.06
2013,MC Juneja,7,125,128,11,1,97.66
2013,MDKJ Perera,2,14,13,3,0,107.69
2013,MEK Hussey,17,733,565,81,17,129.73
2013,MG Johnson,6,39,36,2,2,108.33
2013,MK Pandey,6,129,131,10,3,98.47
2013,MK Tiwary,9,146,140,12,1,104.29
2013,MM Sharma,2,0,5,0,0,0.0
2013,MN Samuels,2,8,18,1,0,44.44
2013,MR Marsh,7,126,93,5,9,135.48
2013,MS Bisla,14,255,235,36,6,108.51
2013,MS Dhoni,16,461,280,32,25,164.64
2013,MS Gony,4,45,25,4,3,180.0
2013,Mandeep Singh,14,260,223,36,0,116.59
2013,Mohammed Shami,1,5,10,0,0,50.0
2013,NLTC Perera,13,233,159,12,14,146.54
2013,NM Coulter-Nile,1,9,6,0,1,150.0
2013,NV Ojha,2,9,10,1,0,90.0
2013,OA Shah,2,25,23,2,0,108.7
2013,P Awana,4,1,9,0,0,11.11
2013,P Dogra,1,5,8,0,0,62.5
2013,P Kumar,7,47,38,3,3,123.68
2013,PA Patel,12,282,246,35,4,114.63
2013,PA Reddy,7,91,101,9,0,90.1
2013,PC Valthaty,1,6,17,0,0,35.29
2013,PJ Sangwan,1,4,2,1,0,200.0
2013,PP Chawla,10,64,57,5,3,112.28
2013,PP Ojha,3,2,4,0,0,50.0
2013,PV Tambe,1,3,6,0,0,50.0
2013,Parvez Rasool,2,5,9,0,0,55.56
2013,Q de Kock,2,4,7,1,0,57.14
2013,R Ashwin,5,35,49,4,0,71.43
2013,R Bhatia,10,99,80,8,3,123.75
2013,R Dhawan,4,21,21,3,0,100.0
2013,R Dravid,17,471,424,64,5,111.08
2013,R McLaren,2,3,6,0,0,50.0
2013,R Rampaul,6,38,36,3,1,105.56
2013,R Sathish,8,109,76,9,5,143.42
2013,R Sharma,5,11,16,1,0,68.75
2013,R Shukla,1,1,2,0,0,50.0
2013,R Vinay Kumar,5,70,44,6,3,159.09
2013,RA Jadeja,14,201,134,17,6,150.0
2013,RE van der Merwe,2,22,25,2,0,88.0
2013,RG Sharma,19,538,408,35,28,131.86
2013,RJ Harris,2,2,5,0,0,40.0
2013,RN ten Doeschate,4,85,63,9,2,134.92
2013,RT Ponting,5,52,75,3,1,69.33
2013,RV Gomez,1,4,1,1,0,400.0
2013,RV Uthappa,15,412,354,38,12,116.38
2013,S Anirudha,1,0,2,0,0,0.0
2013,S Badrinath,7,124,120,11,0,103.33
2013,S Dhawan,10,311,253,37,5,122.92
2013,S Kaul,1,7,9,0,0,77.78
2013,S Nadeem,6,14,27,1,0,51.85
2013,S Narwal,1,23,15,4,0,153.33
2013,S Sreesanth,2,1,4,0,0,25.0
2013,SE Marsh,8,300,249,39,4,120.48
2013,SK Raina,17,548,364,50,18,150.55
2013,SK Trivedi,2,3,7,0,0,42.86
2013,SL Malinga,6,9,18,1,0,50.0
2013,SMSM Senanayake,4,10,16,0,0,62.5
2013,SP Narine,6,21,19,0,2,110.53
2013,SPD Smith,6,142,107,15,4,132.71
2013,SR Tendulkar,14,287,231,39,5,124.24
2013,SR Watson,16,543,378,59,22,143.65
2013,SS Tiwary,6,109,106,4,4,102.83
2013,STR Binny,16,293,199,25,12,147.24
2013,SV Samson,10,206,178,19,5,115.73
2013,SW Tait,1,1,3,0,0,33.33
2013,Sachin Baby,1,3,7,0,0,42.86
2013,Sandeep Sharma,1,0,1,0,0,0.0
2013,TL Suman,4,40,44,7,0,90.91
2013,TM Dilshan,5,76,92,12,0,82.61
2013,UA Birla,1,7,14,1,0,50.0
2013,UBT Chand,9,158,157,17,4,100.64
2013,UT Yadav,7,38,38,3,1,100.0
2013,V Kohli,16,639,454,65,22,140.75
2013,V Sehwag,13,295,229,41,6,128.82
2013,WD Parnell,1,5,7,0,0,71.43
2013,WP Saha,3,70,56,6,4,125.0
2013,X Thalaivan Sargunam,1,10,17,0,0,58.82
2013,YK Pathan,16,332,239,30,15,138.91
2013,Yuvraj Singh,13,238,190,14,15,125.26
2014,A Mishra,2,4,7,0,0,57.14
2014,AB Dinda,3,4,12,0,0,33.33
2014,AB de Villiers,13,395,248,26,24,159.27
2014,AD Russell,2,2,8,0,0,25.0
2014,AJ Finch,13,309,261,31,9,118.39
2014,AM Nayar,4,43,46,5,1,93.48
2014,AM Rahane,12,339,291,38,3,116.49
2014,AN Ahmed,1,4,1,1,0,400.0
2014,AP Tare,11,126,97,16,3,129.9
2014,AR Patel,7,62,60,6,1,103.33
2014,AT Rayudu,14,361,286,31,8,126.22
2014,Ankit Sharma,2,34,30,4,1,113.33
2014,B Kumar,2,1,4,0,0,25.0
2014,BB McCullum,14,405,333,32,19,121.62
2014,BCJ Cutting,1,8,6,0,1,133.33
2014,BE Hendricks,1,0,1,0,0,0.0
2014,BJ Hodge,4,101,72,4,6,140.28
2014,BR Dunk,3,40,35,7,0,114.29
2014,CA Lynn,2,58,49,5,3,118.37
2014,CA Pujara,6,125,123,17,0,101.63
2014,CH Gayle,9,196,184,18,12,106.52
2014,CJ Anderson,11,265,181,21,15,146.41
2014,CM Gautam,9,121,110,13,5,110.0
2014,DA Miller,16,446,299,34,21,149.16
2014,DA Warner,14,528,371,39,24,142.32
2014,DH Yagnik,1,4,6,0,0,66.67
2014,DJ Bravo,1,8,3,0,1,266.67
2014,DJ Hussey,4,116,94,8,6,123.4
2014,DJG Sammy,9,108,91,4,8,118.68
2014,DR Smith,16,566,415,50,34,136.39
2014,DS Kulkarni,2,35,25,1,2,140.0
2014,DW Steyn,3,22,26,1,0,84.62
2014,F du Plessis,12,303,235,26,7,128.94
2014,G Gambhir,16,335,290,36,4,115.52
2014,GJ Bailey,16,257,188,19,10,136.7
2014,GJ Maxwell,16,552,291,48,36,189.69
2014,HV Patel,3,13,7,1,1,185.71
2014,Harbhajan Singh,7,28,25,2,2,112.0
2014,IK Pathan,6,55,54,5,0,101.85
2014,Imran Tahir,2,8,10,2,0,80.0
2014,JA Morkel,5,45,41,1,3,109.76
2014,JD Unadkat,2,1,6,0,0,16.67
2014,JDS Neesham,3,42,46,3,1,91.3
2014,JH Kallis,7,151,128,13,4,117.97
2014,JJ Bumrah,2,1,3,0,0,33.33
2014,JO Holder,1,16,12,2,1,133.33
2014,JP Duminy,14,410,302,22,20,135.76
2014,JP Faulkner,12,181,93,8,16,194.62
2014,KA Pollard,15,273,202,15,15,135.15
2014,KD Karthik,14,325,258,28,11,125.97
2014,KK Cooper,3,39,26,2,3,150.0
2014,KK Nair,11,330,232,38,9,142.24
2014,KL Rahul,8,166,164,12,3,101.22
2014,KM Jadhav,10,149,99,13,7,150.51
2014,KP Pietersen,11,294,233,34,7,126.18
2014,KV Sharma,8,42,29,1,3,144.83
2014,KW Richardson,1,1,2,0,0,50.0
2014,Karanveer Singh,1,1,1,0,0,100.0
2014,L Balaji,2,1,3,0,0,33.33
2014,LMP Simmons,8,394,290,43,14,135.86
2014,LR Shukla,3,31,38,2,1,81.58
2014,LRPL Taylor,4,59,59,6,0,100.0
2014,M Manhas,5,35,23,3,1,152.17
2014,M Morkel,1,4,3,0,0,133.33
2014,M Vijay,11,207,192,20,5,107.81
2014,M Vohra,8,324,232,27,16,139.66
2014,M de Lange,1,1,2,0,0,50.0
2014,MA Agarwal,8,115,91,12,3,126.37
2014,MA Starc,8,85,84,9,0,101.19
2014,MC Henriques,2,9,14,1,0,64.29
2014,MEK Hussey,9,209,182,17,7,114.84
2014,MG Johnson,8,56,50,4,3,112.0
2014,MK Pandey,16,409,343,35,11,119.24
2014,MK Tiwary,8,152,118,14,4,128.81
2014,MM Sharma,1,1,3,0,0,33.33
2014,MS Bisla,1,3,9,0,0,33.33
2014,MS Dhoni,15,371,247,22,20,150.2
2014,Mandeep Singh,3,24,25,2,0,96.0
2014,Mohammed Shami,4,3,7,0,0,42.86
2014,NJ Maddinson,2,16,14,3,0,114.29
2014,NV Ojha,10,232,160,14,17,145.0
2014,P Kumar,1,1,2,0,0,50.0
2014,PA Patel,12,205,185,30,1,110.81
2014,PP Chawla,5,31,19,4,1,163.16
2014,PP Ojha,3,4,8,0,0,50.0
2014,PV Tambe,2,5,9,0,0,55.56
2014,Q de Kock,7,153,130,19,4,117.69
2014,R Ashwin,5,45,45,4,0,100.0
2014,R Bhatia,7,67,53,4,3,126.42
2014,R Dhawan,6,82,75,8,1,109.33
2014,R Rampaul,1,13,13,0,1,100.0
2014,R Shukla,3,18,21,2,0,85.71
2014,R Tewatia,1,16,13,0,1,123.08
2014,R Vinay Kumar,2,4,6,0,0,66.67
2014,RA Jadeja,10,146,109,9,5,133.94
2014,RG Sharma,15,390,302,31,16,129.14
2014,RN ten Doeschate,6,52,33,3,4,157.58
2014,RR Rossouw,3,39,41,2,2,95.12
2014,RV Uthappa,16,660,478,74,18,138.08
2014,S Anirudha,1,3,5,0,0,60.0
2014,S Dhawan,14,377,317,49,7,118.93
2014,S Gopal,1,11,10,1,0,110.0
2014,S Kaul,1,2,2,0,0,100.0
2014,S Nadeem,3,7,19,0,0,36.84
2014,S Rana,7,73,64,7,1,114.06
2014,SA Yadav,10,164,115,16,5,142.61
2014,SE Marsh,2,70,52,7,3,134.62
2014,SK Raina,16,523,357,51,19,146.5
2014,SL Malinga,1,2,4,0,0,50.0
2014,SP Narine,4,10,14,0,0,71.43
2014,SPD Smith,7,152,112,13,4,135.71
2014,SR Watson,13,246,198,20,14,124.24
2014,STR Binny,11,123,121,4,5,101.65
2014,SV Samson,13,339,273,25,17,124.18
2014,Sandeep Sharma,1,2,5,0,0,40.0
2014,Shakib Al Hasan,11,229,153,22,7,149.67
2014,Shivam Sharma,2,5,3,1,0,166.67
2014,TG Southee,1,4,4,1,0,100.0
2014,UBT Chand,1,2,9,0,0,22.22
2014,UT Yadav,1,2,4,0,0,50.0
2014,V Kohli,14,359,294,23,16,122.11
2014,V Sehwag,17,455,314,56,18,144.9
2014,VH Zol,2,29,26,3,1,111.54
2014,VR Aaron,3,35,33,2,1,106.06
2014,VS Malik,1,1,2,0,0,50.0
2014,WD Parnell,1,2,2,0,0,100.0
2014,WP Saha,13,362,249,33,18,145.38
2014,Y Venugopal Rao,5,71,63,8,0,112.7
2014,YK Pathan,12,268,165,15,20,162.42
2014,YS Chahal,1,1,1,0,0,100.0
2014,YV Takawale,5,104,91,17,1,114.29
2014,Yuvraj Singh,14,376,274,22,28,137.23
2014,Z Khan,3,8,7,0,1,114.29
2015,A Ashish Reddy,5,73,46,3,5,158.7
2015,A Mishra,4,8,12,0,0,66.67
2015,A Nehra,4,1,7,0,0,14.29
2015,AB de Villiers,14,513,291,60,22,176.29
2015,AD Mathews,10,144,103,12,6,139.81
2015,AD Russell,11,326,169,35,19,192.9
2015,AJ Finch,3,23,33,4,0,69.7
2015,AM Rahane,13,540,412,53,13,131.07
2015,AN Ahmed,3,10,5,2,0,200.0
2015,AP Tare,2,14,17,1,0,82.35
2015,AR Patel,11,197,164,13,7,120.12
2015,AT Rayudu,14,281,192,18,16,146.35
2015,Ankit Sharma,2,7,6,1,0,116.67
2015,Anureet Singh,5,8,11,0,1,72.73
2015,Azhar Mahmood,1,6,7,1,0,85.71
2015,B Kumar,3,17,10,2,1,170.0
2015,BB McCullum,13,370,232,43,20,159.48
2015,BE Hendricks,1,1,2,0,0,50.0
2015,Bipul Sharma,1,1,2,0,0,50.0
2015,CH Gayle,14,491,331,39,38,148.34
2015,CH Morris,7,76,45,3,5,168.89
2015,CJ Anderson,4,114,96,11,6,118.75
2015,CM Gautam,1,4,5,0,0,80.0
2015,D Wiese,7,122,85,12,4,143.53
2015,DA Miller,12,354,258,21,21,137.21
2015,DA Warner,14,562,356,65,21,157.87
2015,DJ Bravo,13,195,148,22,5,131.76
2015,DJ Hooda,9,151,95,6,11,158.95
2015,DJ Muthuswami,1,1,3,0,0,33.33
2015,DJG Sammy,2,13,18,0,0,72.22
2015,DR Smith,15,373,318,49,14,117.3
2015,DS Kulkarni,2,4,11,0,0,36.36
2015,DW Steyn,3,20,13,3,0,153.85
2015,EJG Morgan,9,187,151,11,11,123.84
2015,F du Plessis,15,380,304,37,5,125.0
2015,G Gambhir,13,327,278,41,4,117.63
2015,GB Hogg,2,7,6,0,0,116.67
2015,GH Vihari,4,39,34,6,0,114.71
2015,GJ Bailey,11,258,187,22,7,137.97
2015,GJ Maxwell,11,146,113,13,8,129.2
2015,Gurkeerat Singh,5,35,39,3,1,89.74
2015,HH Pandya,8,112,60,9,8,186.67
2015,HV Patel,6,19,12,0,2,158.33
2015,Harbhajan Singh,9,117,72,9,9,162.5
2015,Imran Tahir,2,5,6,0,0,83.33
2015,Iqbal Abdulla,2,20,17,4,0,117.65
2015,J Botha,3,31,15,5,1,206.67
2015,J Suchith,5,48,32,4,2,150.0
2015,J Theron,1,1,1,0,0,100.0
2015,JA Morkel,3,86,65,9,2,132.31
2015,JP Duminy,13,414,315,27,20,131.43
2015,JP Faulkner,11,144,108,12,5,133.33
2015,KA Pollard,14,419,255,28,28,164.31
2015,KD Karthik,11,141,117,15,4,120.51
2015,KK Nair,12,181,145,18,5,124.83
2015,KL Rahul,8,142,124,8,5,114.52
2015,KM Jadhav,12,189,140,16,7,135.0
2015,KS Williamson,2,31,27,1,1,114.81
2015,KV Sharma,9,104,85,3,6,122.35
2015,Karanveer Singh,2,9,11,1,0,81.82
2015,LMP Simmons,13,540,438,56,21,123.29
2015,M Morkel,1,4,3,0,0,133.33
2015,M Vijay,10,217,196,23,7,110.71
2015,M Vohra,7,82,81,4,5,101.23
2015,MA Agarwal,10,213,176,23,7,121.02
2015,MA Starc,3,11,14,1,0,78.57
2015,MC Henriques,9,287,210,19,13,136.67
2015,MEK Hussey,4,77,70,5,3,110.0
2015,MG Johnson,7,30,34,1,1,88.24
2015,MJ McClenaghan,3,13,6,0,2,216.67
2015,MK Pandey,12,225,184,22,7,122.28
2015,MK Tiwary,2,57,56,8,1,101.79
2015,MM Sharma,5,28,18,1,2,155.56
2015,MS Bisla,2,37,30,6,1,123.33
2015,MS Dhoni,16,331,278,25,15,119.06
2015,Mandeep Singh,8,157,100,17,6,157.0
2015,NJ Maddinson,1,4,7,1,0,57.14
2015,NLTC Perera,2,12,15,0,1,80.0
2015,NM Coulter-Nile,5,20,18,2,1,111.11
2015,NV Ojha,11,137,120,12,4,114.17
2015,P Kumar,4,17,25,1,0,68.0
2015,P Negi,9,116,72,10,5,161.11
2015,PA Patel,14,339,246,47,5,137.8
2015,PJ Cummins,1,0,2,0,0,0.0
2015,PP Chawla,7,54,47,5,2,114.89
2015,PV Tambe,2,3,5,0,0,60.0
2015,Parvez Rasool,1,2,2,0,0,100.0
2015,Q de Kock,3,122,77,18,4,158.44
2015,R Ashwin,6,52,32,6,1,162.5
2015,R Bhatia,1,0,1,0,0,0.0
2015,R Dhawan,4,36,33,2,2,109.09
2015,R Vinay Kumar,2,0,2,0,0,0.0
2015,RA Jadeja,10,114,115,5,3,99.13
2015,RG More,1,2,2,0,0,100.0
2015,RG Sharma,16,482,333,41,21,144.74
2015,RN ten Doeschate,5,61,45,4,3,135.56
2015,RR Rossouw,2,14,10,1,1,140.0
2015,RS Bopara,8,145,120,6,6,120.83
2015,RV Uthappa,13,364,277,42,7,131.41
2015,S Aravind,1,0,1,0,0,0.0
2015,S Dhawan,14,353,285,45,6,123.86
2015,S Gopal,1,1,1,0,0,100.0
2015,S Nadeem,1,2,7,0,0,28.57
2015,SA Abbott,2,15,13,1,1,115.38
2015,SA Yadav,13,157,113,12,8,138.94
2015,SE Marsh,3,83,52,9,3,159.62
2015,SK Raina,16,345,278,27,16,124.1
2015,SL Malinga,1,6,10,1,0,60.0
2015,SN Khan,7,111,70,12,2,158.57
2015,SN Thakur,1,7,6,1,0,116.67
2015,SP Narine,1,0,1,0,0,0.0
2015,SPD Smith,12,298,220,34,3,135.45
2015,SR Watson,9,347,257,37,14,135.02
2015,SS Iyer,14,439,342,41,21,128.36
2015,SS Tiwary,6,109,78,9,5,139.74
2015,STR Binny,8,74,65,7,1,113.85
2015,SV Samson,11,204,162,16,8,125.93
2015,Sandeep Sharma,2,8,10,1,0,80.0
2015,Shakib Al Hasan,3,36,27,5,0,133.33
2015,TG Southee,2,13,9,1,0,144.44
2015,UBT Chand,5,102,83,13,2,122.89
2015,UT Yadav,3,29,14,5,1,207.14
2015,V Kohli,16,505,386,35,23,130.83
2015,V Sehwag,7,98,82,12,3,119.51
2015,VR Aaron,1,6,3,0,1,200.0
2015,WP Saha,12,234,174,16,10,134.48
2015,YK Pathan,12,312,229,29,12,136.24
2015,YS Chahal,1,1,1,0,0,100.0
2015,Yuvraj Singh,13,248,209,23,10,118.66
2016,A Ashish Reddy,3,47,29,2,4,162.07
2016,A Mishra,2,4,14,0,0,28.57
2016,A Nehra,1,1,1,0,0,100.0
2016,A Zampa,1,0,1,0,0,0.0
2016,AB de Villiers,16,687,405,57,37,169.63
2016,AD Nath,3,20,27,1,0,74.07
2016,AD Russell,7,172,104,9,14,165.38
2016,AJ Finch,12,393,297,45,11,132.32
2016,AM Rahane,14,480,378,54,9,126.98
2016,AP Tare,2,8,15,1,0,53.33
2016,AR Patel,9,90,70,3,6,128.57
2016,AT Rayudu,12,334,277,28,12,120.58
2016,Ankit Sharma,1,3,3,0,0,100.0
2016,B Kumar,8,43,27,6,1,159.26
2016,BB McCullum,16,354,262,38,16,135.11
2016,BB Sran,3,4,3,0,0,133.33
2016,BCJ Cutting,4,65,34,4,6,191.18
2016,Bipul Sharma,4,51,25,1,5,204.0
2016,C Munro,3,30,30,3,0,100.0
2016,CA Lynn,2,25,22,0,1,113.64
2016,CH Gayle,10,227,150,17,21,151.33
2016,CH Morris,7,195,109,15,12,178.9
2016,CJ Jordan,1,3,4,0,0,75.0
2016,CR Brathwaite,6,83,38,6,8,218.42
2016,D Wiese,1,5,4,0,0,125.0
2016,DA Miller,12,148,112,11,4,132.14
2016,DA Warner,17,848,558,88,31,151.97
2016,DJ Bravo,12,99,82,11,1,120.73
2016,DJ Hooda,15,144,119,9,5,121.01
2016,DR Smith,12,324,220,35,16,147.27
2016,DS Kulkarni,5,27,16,3,0,168.75
2016,DW Steyn,1,1,2,0,0,50.0
2016,EJG Morgan,6,123,105,8,4,117.14
2016,ER Dwivedi,2,24,14,2,2,171.43
2016,F Behardien,3,14,13,2,0,107.69
2016,F du Plessis,6,206,162,17,9,127.16
2016,G Gambhir,14,447,366,48,5,122.13
2016,GJ Bailey,5,84,97,9,2,86.6
2016,GJ Maxwell,9,111,82,8,4,135.37
2016,Gurkeerat Singh,5,102,75,10,3,136.0
2016,HH Pandya,9,44,63,4,0,69.84
2016,HM Amla,6,157,119,20,4,131.93
2016,Harbhajan Singh,7,92,84,11,2,109.52
2016,IK Pathan,3,11,13,0,0,84.62
2016,Imran Tahir,1,5,7,1,0,71.43
2016,Iqbal Abdulla,2,37,26,4,1,142.31
2016,Ishan Kishan,5,42,41,5,0,102.44
2016,J Yadav,2,6,10,0,0,60.0
2016,JA Morkel,1,16,9,0,2,177.78
2016,JC Buttler,14,255,183,23,11,139.34
2016,JJ Bumrah,2,8,11,1,0,72.73
2016,JO Holder,4,22,19,2,1,115.79
2016,JP Duminy,8,191,155,13,3,123.23
2016,JP Faulkner,5,77,58,7,0,132.76
2016,KA Pollard,12,207,144,11,16,143.75
2016,KC Cariappa,2,13,11,0,1,118.18
2016,KD Karthik,15,335,266,38,3,125.94
2016,KH Pandya,8,237,124,22,13,191.13
2016,KJ Abbott,3,13,8,0,1,162.5
2016,KK Nair,12,357,295,40,6,121.02
2016,KL Rahul,12,397,271,37,16,146.49
2016,KM Jadhav,3,42,31,2,2,135.48
2016,KP Pietersen,4,73,61,4,3,119.67
2016,KS Williamson,6,124,122,14,0,101.64
2016,KV Sharma,3,36,30,3,1,120.0
2016,KW Richardson,1,1,1,0,0,100.0
2016,LMP Simmons,1,8,8,0,1,100.0
2016,M Ashwin,1,0,1,0,0,0.0
2016,M Morkel,1,1,1,0,0,100.0
2016,M Vijay,13,447,353,49,10,126.63
2016,M Vohra,6,161,126,19,3,127.78
2016,MA Agarwal,3,27,25,3,1,108.0
2016,MC Henriques,15,182,157,15,6,115.92
2016,MG Johnson,2,5,14,0,0,35.71
2016,MJ Guptill,3,57,55,3,3,103.64
2016,MJ McClenaghan,4,34,23,2,3,147.83
2016,MK Pandey,11,248,183,17,9,135.52
2016,MM Sharma,4,31,25,3,1,124.0
2016,MP Stoinis,4,146,105,13,4,139.05
2016,MR Marsh,1,7,11,0,0,63.64
2016,MS Dhoni,12,284,210,18,14,135.24
2016,Mohammed Shami,2,2,4,0,0,50.0
2016,N Rana,3,104,74,7,8,140.54
2016,NLTC Perera,10,150,92,7,11,163.04
2016,NM Coulter-Nile,2,9,14,1,0,64.29
2016,NS Naik,2,23,31,1,0,74.19
2016,NV Ojha,13,136,138,7,5,98.55
2016,P Kumar,6,24,26,3,0,92.31
2016,P Negi,6,57,59,2,3,96.61
2016,P Sahu,2,19,13,1,1,146.15
2016,PA Patel,10,177,151,23,4,117.22
2016,PP Chawla,3,27,26,4,0,103.85
2016,PSP Handscomb,1,6,12,0,0,50.0
2016,PV Tambe,1,7,18,1,0,38.89
2016,Parvez Rasool,1,10,9,1,0,111.11
2016,Q de Kock,13,445,326,52,13,136.5
2016,R Ashwin,6,41,38,3,1,107.89
2016,R Bhatia,5,34,20,1,2,170.0
2016,R Dhawan,2,14,6,0,1,233.33
2016,R Sathish,3,24,24,1,1,100.0
2016,R Vinay Kumar,2,13,12,0,1,108.33
2016,RA Jadeja,15,191,175,14,4,109.14
2016,RG Sharma,14,489,366,49,17,133.61
2016,RR Pant,10,198,152,19,6,130.26
2016,RV Uthappa,14,324,239,39,6,135.56
2016,S Dhawan,17,501,427,51,8,117.33
2016,S Gopal,1,2,16,0,0,12.5
2016,S Kaushik,1,0,1,0,0,0.0
2016,S Nadeem,1,1,5,0,0,20.0
2016,SA Yadav,11,182,141,18,5,129.08
2016,SB Jakati,1,1,2,0,0,50.0
2016,SE Marsh,6,159,134,13,4,118.66
2016,SK Raina,15,399,312,39,10,127.88
2016,SN Khan,4,66,31,7,4,212.9
2016,SP Narine,3,7,13,0,0,53.85
2016,SPD Smith,7,270,175,27,8,154.29
2016,SR Watson,15,179,134,14,12,133.58
2016,SS Iyer,6,30,43,2,1,69.77
2016,SS Tiwary,7,170,139,17,4,122.3
2016,STR Binny,5,63,39,5,4,161.54
2016,SV Samson,14,291,258,20,8,112.79
2016,SW Billings,4,88,63,4,4,139.68
2016,Sachin Baby,6,119,77,9,5,154.55
2016,Sandeep Sharma,3,7,8,0,0,87.5
2016,Shakib Al Hasan,7,114,106,7,5,107.55
2016,TG Southee,4,30,18,1,2,166.67
2016,TM Head,3,54,39,3,2,138.46
2016,UBT Chand,1,0,4,0,0,0.0
2016,UT Khawaja,6,127,99,14,3,128.28
2016,UT Yadav,2,9,5,0,1,180.0
2016,V Kohli,16,973,637,84,38,152.75
2016,WP Saha,11,246,192,26,1,128.12
2016,YK Pathan,12,342,232,33,12,147.41
2016,Yuvraj Singh,10,236,179,22,13,131.84
2016,Z Khan,2,6,13,1,0,46.15
2017,A Choudhary,3,25,20,1,1,125.0
2017,A Mishra,5,41,38,2,2,107.89
2017,A Zampa,1,5,7,1,0,71.43
2017,AB Dinda,1,7,7,1,0,100.0
2017,AB de Villiers,9,216,163,12,16,132.52
2017,AD Mathews,2,32,27,2,1,118.52
2017,AD Nath,1,0,1,0,0,0.0
2017,AF Milne,3,7,12,0,0,58.33
2017,AJ Finch,12,285,174,25,17,163.79
2017,AJ Tye,3,53,29,4,3,182.76
2017,AM Rahane,16,382,323,35,9,118.27
2017,AP Tare,2,0,6,0,0,0.0
2017,AR Bawne,1,12,12,1,0,100.0
2017,AR Patel,13,227,162,11,11,140.12
2017,AS Rajpoot,1,4,7,1,0,57.14
2017,AT Rayudu,5,91,78,7,3,116.67
2017,Ankit Sharma,1,25,15,2,1,166.67
2017,Ankit Soni,3,7,9,0,1,77.78
2017,Anureet Singh,1,15,12,2,0,125.0
2017,B Kumar,2,4,4,0,0,100.0
2017,BA Stokes,11,316,221,22,15,142.99
2017,BB McCullum,10,285,196,25,16,145.41
2017,BCJ Cutting,3,51,26,5,3,196.15
2017,Basil Thampi,5,28,28,1,1,100.0
2017,Bipul Sharma,3,31,24,2,1,129.17
2017,C de Grandhomme,9,126,92,10,6,136.96
2017,CA Lynn,6,202,120,19,11,168.33
2017,CH Gayle,8,194,154,14,14,125.97
2017,CH Morris,7,150,89,15,6,168.54
2017,CJ Anderson,11,142,122,8,9,116.39
2017,CJ Jordan,1,0,1,0,0,0.0
2017,CR Brathwaite,1,11,10,2,0,110.0
2017,CR Woakes,7,46,47,4,1,97.87
2017,DA Miller,4,83,78,4,4,106.41
2017,DA Warner,13,635,443,62,26,143.34
2017,DJ Hooda,6,78,52,5,4,150.0
2017,DL Chahar,1,14,6,0,2,233.33
2017,DM Bravo,1,6,5,1,0,120.0
2017,DR Smith,11,239,156,32,8,153.21
2017,DS Kulkarni,1,1,2,0,0,50.0
2017,DT Christian,9,79,49,5,5,161.22
2017,EJG Morgan,4,65,62,6,2,104.84
2017,F du Plessis,1,8,7,1,0,114.29
2017,G Gambhir,15,422,341,50,7,123.75
2017,GJ Maxwell,13,310,178,20,26,174.16
2017,HH Pandya,15,235,135,11,20,174.07
2017,HM Amla,10,420,287,40,17,146.34
2017,Harbhajan Singh,6,15,13,0,1,115.38
2017,I Sharma,3,8,12,1,0,66.67
2017,IK Pathan,1,2,3,0,0,66.67
2017,IR Jaggi,2,33,39,3,0,84.62
2017,Imran Tahir,1,0,2,0,0,0.0
2017,Ishan Kishan,10,277,205,29,13,135.12
2017,JC Buttler,10,273,179,27,15,152.51
2017,JD Unadkat,1,2,5,0,0,40.0
2017,JJ Bumrah,2,16,12,0,1,133.33
2017,JJ Roy,2,45,28,6,1,160.71
2017,JP Faulkner,6,54,56,4,0,96.43
2017,K Rabada,3,55,64,5,1,85.94
2017,KA Pollard,15,390,270,27,23,144.44
2017,KC Cariappa,2,2,7,0,0,28.57
2017,KD Karthik,12,314,233,24,9,134.76
2017,KH Pandya,11,243,179,24,7,135.75
2017,KK Nair,12,277,223,38,6,124.22
2017,KM Jadhav,12,198,146,20,5,135.62
2017,KS Williamson,7,256,168,20,10,152.38
2017,KV Sharma,5,44,36,4,2,122.22
2017,Kuldeep Yadav,2,20,22,2,0,90.91
2017,LH Ferguson,1,1,1,0,0,100.0
2017,LMP Simmons,6,136,107,10,8,127.1
2017,M Vohra,9,229,159,23,9,144.03
2017,MA Agarwal,3,26,27,3,0,96.3
2017,MC Henriques,10,233,168,22,4,138.69
2017,MG Johnson,2,20,17,1,1,117.65
2017,MJ Guptill,7,132,87,17,5,151.72
2017,MJ McClenaghan,4,14,14,0,1,100.0
2017,MK Pandey,12,396,306,28,12,129.41
2017,MK Tiwary,13,324,235,31,11,137.87
2017,MM Patel,1,0,1,0,0,0.0
2017,MM Sharma,7,51,50,4,1,102.0
