season,bowler,matches,balls,runs_conceded,wickets,dot_balls,fours_conceded,sixes_conceded,overs,economy,dot_ball_pct
2009,A Flintoff,3,66,105,2,20,7,7,11.0,9.55,30.3
2009,A Kumble,16,355,340,22,138,18,8,59.17,5.75,38.87
2009,A Mishra,11,253,285,14,98,13,13,42.17,6.76,38.74
2009,A Mithun,1,24,39,0,7,3,2,4.0,9.75,29.17
2009,A Nehra,13,306,326,22,139,30,9,51.0,6.39,45.42
2009,A Singh,5,105,93,9,56,9,2,17.5,5.31,53.33
2009,A Symonds,8,144,156,9,65,9,8,24.0,6.5,45.14
2009,AB Agarkar,11,186,270,8,65,31,9,31.0,8.71,34.95
2009,AB Dinda,8,144,187,6,67,18,9,24.0,7.79,46.53
2009,AB McDonald,1,18,22,0,2,1,0,3.0,7.33,11.11
2009,AD Mascarenhas,5,116,132,6,58,13,5,19.33,6.83,50.0
2009,AD Mathews,1,14,30,0,2,4,1,2.33,12.86,14.29
2009,AM Nayar,4,72,79,4,27,7,1,12.0,6.58,37.5
2009,AM Rahane,1,6,5,1,2,0,0,1.0,5.0,33.33
2009,AM Salvi,5,102,126,4,40,10,6,17.0,7.41,39.22
2009,AS Raut,4,24,36,0,4,3,1,4.0,9.0,16.67
2009,Anureet Singh,2,30,43,2,16,4,3,5.0,8.6,53.33
2009,B Akhil,5,66,77,4,19,5,2,11.0,7.0,28.79
2009,B Lee,5,120,98,6,69,12,1,20.0,4.9,57.5
2009,BAW Mendis,4,100,133,4,26,5,7,16.67,7.98,26.0
2009,BJ Hodge,9,120,153,7,34,7,8,20.0,7.65,28.33
2009,C Nanda,3,48,55,2,13,1,2,8.0,6.88,27.08
2009,CH Gayle,7,113,132,1,32,7,4,18.83,7.01,28.32
2009,CK Langeveldt,1,24,14,3,16,2,0,4.0,3.5,66.67
2009,D du Preez,2,42,55,4,18,6,1,7.0,7.86,42.86
2009,DJ Bravo,11,199,246,14,89,24,11,33.17,7.42,44.72
2009,DJ Hussey,3,24,33,1,7,2,1,4.0,8.25,29.17
2009,DL Vettori,7,139,179,10,48,15,7,23.17,7.73,34.53
2009,DP Nannes,13,297,349,20,135,46,7,49.5,7.05,45.45
2009,DR Smith,8,84,122,1,26,11,6,14.0,8.71,30.95
2009,DS Kulkarni,8,156,198,5,65,23,6,26.0,7.62,41.67
2009,DW Steyn,3,54,57,3,27,4,3,9.0,6.33,50.0
2009,FH Edwards,6,140,144,6,70,20,2,23.33,6.17,50.0
2009,GR Napier,1,24,27,1,8,2,1,4.0,6.75,33.33
2009,Harbhajan Singh,13,264,252,13,103,19,6,44.0,5.73,39.02
2009,Harmeet Singh,7,137,187,4,46,19,6,22.83,8.19,33.58
2009,I Sharma,11,258,281,11,130,33,7,43.0,6.53,50.39
2009,IK Pathan,14,302,378,20,121,41,11,50.33,7.51,40.07
2009,J Botha,3,72,67,5,30,4,2,12.0,5.58,41.67
2009,JA Morkel,12,240,315,15,99,36,8,40.0,7.88,41.25
2009,JD Ryder,5,102,113,5,40,6,6,17.0,6.65,39.22
2009,JDP Oram,7,93,132,6,28,11,6,15.5,8.52,30.11
2009,JH Kallis,14,276,334,7,111,38,8,46.0,7.26,40.22
2009,JP Duminy,6,105,86,4,44,3,3,17.5,4.91,41.9
2009,Jaskaran Singh,1,18,31,0,8,4,1,3.0,10.33,44.44
2009,Joginder Sharma,4,42,56,2,9,4,2,7.0,8.0,21.43
2009,K Goel,4,48,60,0,16,8,0,8.0,7.5,33.33
2009,KP Appanna,5,72,87,2,18,7,1,12.0,7.25,25.0
2009,KP Pietersen,4,78,79,5,26,3,3,13.0,6.08,33.33
2009,Kamran Khan,5,112,130,10,40,15,3,18.67,6.96,35.71
2009,L Balaji,13,224,311,14,70,27,12,37.33,8.33,31.25
2009,LA Carseldine,1,6,5,1,4,1,0,1.0,5.0,66.67
2009,LR Shukla,5,84,95,5,38,10,3,14.0,6.79,45.24
2009,LRPL Taylor,1,6,12,0,0,0,1,1.0,12.0,0.0
2009,M Kartik,10,204,189,5,77,11,4,34.0,5.56,37.75
2009,M Morkel,2,42,38,1,20,3,1,7.0,5.43,47.62
2009,M Muralitharan,13,300,257,16,144,19,6,50.0,5.14,48.0
2009,MC Henriques,4,73,104,2,24,16,0,12.17,8.55,32.88
2009,MF Maharoof,3,60,59,4,27,5,1,10.0,5.9,45.0
2009,MK Tiwary,1,6,11,0,0,0,1,1.0,11.0,0.0
2009,MM Patel,11,209,231,18,108,23,9,34.83,6.63,51.67
2009,MS Gony,7,102,167,5,36,20,7,17.0,9.82,35.29
2009,Mashrafe Mortaza,1,24,54,1,6,4,4,4.0,13.5,25.0
2009,P Kumar,13,298,380,16,121,35,14,49.67,7.65,40.6
2009,PJ Sangwan,13,280,343,18,112,32,13,46.67,7.35,40.0
2009,PP Chawla,14,269,303,12,111,21,12,44.83,6.76,41.26
2009,PP Ojha,15,321,342,21,103,24,7,53.5,6.39,32.09
2009,Pankaj Singh,3,42,62,2,12,5,2,7.0,8.86,28.57
2009,R Ashwin,1,24,13,2,11,0,0,4.0,3.25,45.83
2009,R Bhatia,7,130,142,11,42,12,2,21.67,6.55,32.31
2009,R Vinay Kumar,11,194,266,9,65,27,7,32.33,8.23,33.51
2009,RA Jadeja,10,140,146,6,42,11,1,23.33,6.26,30.0
2009,RA Shaikh,1,6,11,0,1,2,0,1.0,11.0,16.67
2009,RE van der Merwe,10,204,243,9,53,9,10,34.0,7.15,25.98
2009,RG Sharma,12,138,159,12,38,8,4,23.0,6.91,27.54
2009,RJ Harris,8,186,224,6,84,23,8,31.0,7.23,45.16
2009,RP Singh,16,358,393,26,169,40,12,59.67,6.59,47.21
2009,RR Bose,1,12,24,0,5,5,0,2.0,12.0,41.67
2009,RR Powar,8,126,125,6,49,8,3,21.0,5.95,38.89
2009,RR Raje,4,41,67,1,11,8,2,6.83,9.8,26.83
2009,RS Bopara,2,8,5,0,3,0,0,1.33,3.75,37.5
2009,S Sreesanth,7,138,185,6,62,17,9,23.0,8.04,44.93
2009,S Tyagi,8,114,132,5,59,18,4,19.0,6.95,51.75
2009,SB Jakati,8,174,216,13,61,13,10,29.0,7.45,35.06
2009,SB Styris,2,48,63,5,21,8,2,8.0,7.88,43.75
2009,SC Ganguly,6,72,96,2,17,6,3,12.0,8.0,23.61
2009,SK Raina,10,166,163,8,57,9,4,27.67,5.89,34.34
2009,SK Trivedi,7,120,149,6,43,16,3,20.0,7.45,35.83
2009,SK Warne,13,300,348,14,109,22,14,50.0,6.96,36.33
2009,SL Malinga,13,297,281,21,140,25,7,49.5,5.68,47.14
2009,SM Harwood,3,60,61,3,33,6,2,10.0,6.1,55.0
2009,SR Tendulkar,4,36,57,0,4,6,1,6.0,9.5,11.11
2009,SS Sarkar,2,25,34,1,4,4,0,4.17,8.16,16.0
2009,ST Jayasuriya,9,114,154,8,28,7,8,19.0,8.11,24.56
2009,Shoaib Ahmed,7,102,151,5,33,14,7,17.0,8.88,32.35
2009,T Henderson,2,36,40,1,14,5,0,6.0,6.67,38.89
2009,T Thushara,2,48,58,3,19,6,1,8.0,7.25,39.58
2009,TL Suman,5,90,107,6,31,3,6,15.0,7.13,34.44
2009,TM Dilshan,8,96,98,0,33,7,2,16.0,6.12,34.38
2009,V Kohli,3,36,43,0,10,2,1,6.0,7.17,27.78
2009,V Sehwag,1,6,24,0,1,1,3,1.0,24.0,16.67
2009,VRV Singh,4,54,82,1,16,8,3,9.0,9.11,29.63
2009,VS Malik,5,72,96,2,28,8,4,12.0,8.0,38.89
2009,VY Mahesh,1,12,24,1,3,0,3,2.0,12.0,25.0
2009,WA Mota,5,54,60,3,21,2,3,9.0,6.67,38.89
2009,WPUJC Vaas,2,48,63,5,24,6,3,8.0,7.88,50.0
2009,Y Nagar,1,12,19,2,3,0,2,2.0,9.5,25.0
2009,Y Venugopal Rao,6,90,120,4,27,6,7,15.0,8.0,30.0
2009,YA Abdulla,9,168,229,14,75,25,10,28.0,8.18,44.64
2009,YK Pathan,11,210,232,7,83,18,7,35.0,6.63,39.52
2009,Yuvraj Singh,9,120,141,6,48,9,4,20.0,7.05,40.0
2009,Z Khan,6,126,135,7,49,12,3,21.0,6.43,38.89
2011,A Mishra,14,320,354,19,130,26,14,53.33,6.64,40.62
2011,A Mithun,12,204,304,6,67,26,15,34.0,8.94,32.84
2011,A Singh,9,171,211,10,75,29,4,28.5,7.4,43.86
2011,A Symonds,3,24,41,1,10,4,3,4.0,10.25,41.67
2011,AA Chavan,2,30,27,0,17,3,1,5.0,5.4,56.67
2011,AA Jhunjhunwala,2,12,21,0,1,1,1,2.0,10.5,8.33
2011,AA Kazi,1,12,20,1,2,1,1,2.0,10.0,16.67
2011,AB Agarkar,7,162,229,9,46,18,9,27.0,8.48,28.4
2011,AB Dinda,5,102,143,5,41,19,5,17.0,8.41,40.2
2011,AB McDonald,1,12,23,0,5,2,2,2.0,11.5,41.67
2011,AC Thomas,11,231,288,11,96,29,9,38.5,7.48,41.56
2011,AG Murtaza,5,120,115,5,56,11,3,20.0,5.75,46.67
2011,AJ Finch,1,12,12,0,5,1,0,2.0,6.0,41.67
2011,AL Menaria,9,90,117,2,30,14,2,15.0,7.8,33.33
2011,AM Nayar,6,61,93,2,15,8,4,10.17,9.15,24.59
2011,AM Salvi,2,48,64,3,17,8,1,8.0,8.0,35.42
2011,AN Ahmed,6,120,156,7,40,16,6,20.0,7.8,33.33
2011,AS Raut,1,6,8,0,2,1,0,1.0,8.0,33.33
2011,AUK Pathan,2,33,43,0,7,5,0,5.5,7.82,21.21
2011,Anand Rajan,2,30,45,5,15,3,4,5.0,9.0,50.0
2011,B Akhil,1,12,20,0,4,2,1,2.0,10.0,33.33
2011,B Chipli,1,6,20,0,1,1,2,1.0,20.0,16.67
2011,B Kumar,4,66,66,3,28,7,1,11.0,6.0,42.42
2011,B Lee,12,272,322,8,108,39,5,45.33,7.1,39.71
2011,BA Bhatt,8,167,223,9,55,18,9,27.83,8.01,32.93
2011,BJ Hodge,4,66,76,8,28,6,3,11.0,6.91,42.42
2011,Bipul Sharma,4,72,71,5,27,6,1,12.0,5.92,37.5
2011,CH Gayle,12,216,231,9,80,12,10,36.0,6.42,37.04
2011,CK Langeveldt,3,66,80,5,27,6,5,11.0,7.27,40.91
2011,DB Ravi Teja,1,6,9,0,1,1,0,1.0,9.0,16.67
2011,DE Bollinger,13,282,312,20,114,31,7,47.0,6.64,40.43
2011,DJ Bravo,6,120,148,6,40,10,6,20.0,7.4,33.33
2011,DJ Hussey,2,18,38,1,4,3,3,3.0,12.67,22.22
2011,DL Vettori,13,310,309,13,119,23,7,51.67,5.98,38.39
2011,DP Nannes,2,24,30,2,11,4,1,4.0,7.5,45.83
2011,DS Kulkarni,6,120,141,6,42,14,3,20.0,7.05,35.0
2011,DT Christian,14,274,332,11,109,34,10,45.67,7.27,39.78
2011,DW Steyn,12,273,286,14,134,41,3,45.5,6.29,49.08
2011,Harbhajan Singh,15,318,358,16,127,32,11,53.0,6.75,39.94
2011,Harmeet Singh,2,42,47,3,17,6,0,7.0,6.71,40.48
2011,I Malhotra,1,6,23,0,0,2,2,1.0,23.0,0.0
2011,I Sharma,12,264,303,11,121,39,7,44.0,6.89,45.83
2011,IK Pathan,13,275,323,13,124,39,10,45.83,7.05,45.09
2011,Iqbal Abdulla,15,300,300,18,131,30,6,50.0,6.0,43.67
2011,J Botha,10,216,236,7,81,18,6,36.0,6.56,37.5
2011,J Syed Mohammad,5,90,126,5,29,7,7,15.0,8.4,32.22
2011,JA Morkel,14,270,371,16,102,42,11,45.0,8.24,37.78
2011,JD Ryder,7,92,116,5,29,9,4,15.33,7.57,31.52
2011,JD Unadkat,6,108,147,6,40,13,6,18.0,8.17,37.04
2011,JDP Oram,2,24,45,1,8,3,3,4.0,11.25,33.33
2011,JE Taylor,5,117,152,6,48,10,9,19.5,7.79,41.03
2011,JEC Franklin,6,61,97,3,14,8,4,10.17,9.54,22.95
2011,JH Kallis,9,144,164,9,54,17,2,24.0,6.83,37.5
2011,JJ van der Wath,3,72,125,3,29,17,6,12.0,10.42,40.28
2011,JP Duminy,8,108,140,4,44,9,9,18.0,7.78,40.74
2011,JP Faulkner,1,12,9,1,7,0,1,2.0,4.5,58.33
2011,JR Hopes,9,192,266,7,53,22,11,32.0,8.31,27.6
2011,Joginder Sharma,1,18,32,0,5,3,2,3.0,10.67,27.78
2011,KA Pollard,16,255,341,13,73,32,11,42.5,8.02,28.63
2011,KMDN Kulasekara,1,18,25,1,7,4,0,3.0,8.33,38.89
2011,Kamran Khan,1,18,47,0,5,3,5,3.0,15.67,27.78
2011,L Ablish,1,18,39,0,3,6,1,3.0,13.0,16.67
2011,L Balaji,14,266,353,13,89,37,10,44.33,7.96,33.46
2011,LRPL Taylor,1,6,11,0,0,0,1,1.0,11.0,0.0
2011,M Kartik,6,125,160,2,40,10,7,20.83,7.68,32.0
2011,M Manhas,3,42,42,0,15,2,1,7.0,6.0,35.71
2011,M Morkel,11,258,309,14,115,41,9,43.0,7.19,44.57
2011,M Muralitharan,5,114,137,2,46,8,8,19.0,7.21,40.35
2011,MK Tiwary,2,12,22,0,4,1,2,2.0,11.0,33.33
2011,MM Patel,15,326,355,22,145,48,5,54.33,6.53,44.48
2011,MR Marsh,5,85,98,7,25,11,1,14.17,6.92,29.41
2011,MS Gony,3,54,84,4,17,10,3,9.0,9.33,31.48
2011,ND Doshi,3,32,62,1,10,5,5,5.33,11.62,31.25
2011,NJ Rimmington,1,18,19,0,9,3,0,3.0,6.33,50.0
2011,NL McCullum,2,30,34,0,10,1,2,5.0,6.8,33.33
2011,NLTC Perera,4,84,109,5,24,12,2,14.0,7.79,28.57
2011,P Kumar,13,276,334,10,137,45,10,46.0,7.26,49.64
2011,P Parameswaran,5,94,134,4,41,14,7,15.67,8.55,43.62
2011,P Prasanth,1,6,18,0,3,0,3,1.0,18.0,50.0
2011,PC Valthaty,9,145,183,7,43,13,6,24.17,7.57,29.66
2011,PP Chawla,12,248,324,16,93,27,15,41.33,7.84,37.5
2011,PP Ojha,10,221,264,12,86,19,11,36.83,7.17,38.91
2011,Pankaj Singh,1,12,23,0,3,3,1,2.0,11.5,25.0
2011,R Ashwin,16,378,376,21,157,29,11,63.0,5.97,41.53
2011,R Bhatia,12,192,204,10,56,14,4,32.0,6.38,29.17
2011,R McLaren,6,108,175,5,30,24,3,18.0,9.72,27.78
2011,R Ninan,2,36,65,3,8,3,5,6.0,10.83,22.22
2011,R Sathish,4,31,41,0,7,4,0,5.17,7.94,22.58
2011,R Sharma,14,300,271,17,128,18,6,50.0,5.42,42.67
2011,R Vinay Kumar,13,268,325,17,103,42,5,44.67,7.28,38.43
2011,RA Jadeja,14,252,294,9,90,17,12,42.0,7.0,35.71
2011,RE van der Merwe,4,89,90,6,36,6,3,14.83,6.07,40.45
2011,RG Sharma,3,24,48,0,4,3,3,4.0,12.0,16.67
2011,RJ Harris,13,282,359,17,111,44,9,47.0,7.64,39.36
2011,RN ten Doeschate,1,6,6,0,0,0,0,1.0,6.0,0.0
2011,RP Singh,14,300,331,15,135,40,6,50.0,6.62,45.0
2011,RR Powar,5,72,112,2,22,8,6,12.0,9.33,30.56
2011,RV Gomez,8,90,123,5,33,9,7,15.0,8.2,36.67
2011,RW Price,1,18,33,0,1,2,2,3.0,11.0,5.56
2011,S Aravind,13,276,356,22,115,33,16,46.0,7.74,41.67
2011,S Dhawan,2,12,11,1,5,0,1,2.0,5.5,41.67
2011,S Ladda,2,24,41,0,8,1,4,4.0,10.25,33.33
2011,S Nadeem,5,114,141,4,37,9,6,19.0,7.42,32.46
2011,S Rana,1,4,2,0,2,0,0,0.67,3.0,50.0
2011,S Randiv,8,174,217,8,60,20,5,29.0,7.48,34.48
2011,S Sreesanth,9,191,190,7,94,21,6,31.83,5.97,49.21
2011,S Sriram,1,6,25,0,0,1,3,1.0,25.0,0.0
2011,SB Jakati,14,265,331,10,80,21,11,44.17,7.49,30.19
2011,SB Styris,1,6,13,0,1,1,1,1.0,13.0,16.67
2011,SB Wagh,7,96,115,4,43,17,2,16.0,7.19,44.79
2011,SJ Srivastava,6,120,170,9,49,21,6,20.0,8.5,40.83
2011,SK Raina,12,165,193,5,62,15,8,27.5,7.02,37.58
2011,SK Trivedi,12,214,292,13,66,28,8,35.67,8.19,30.84
2011,SK Warne,12,282,290,14,117,21,8,47.0,6.17,41.49
2011,SL Malinga,16,378,353,30,183,39,6,63.0,5.6,48.41
2011,SR Watson,10,216,229,8,78,21,3,36.0,6.36,36.11
2011,SS Mundhe,1,6,5,1,4,1,0,1.0,5.0,66.67
2011,STR Binny,3,24,43,0,1,4,1,4.0,10.75,4.17
2011,SW Tait,4,89,111,6,42,16,4,14.83,7.48,47.19
2011,Shakib Al Hasan,7,153,168,11,59,12,7,25.5,6.59,38.56
2011,TG Southee,5,114,161,4,43,20,4,19.0,8.47,37.72
2011,TL Suman,3,36,50,0,7,3,2,6.0,8.33,19.44
2011,TM Dilshan,6,72,105,1,16,9,3,12.0,8.75,22.22
2011,UT Yadav,6,108,164,3,36,20,5,18.0,9.11,33.33
2011,V Kohli,10,102,135,2,23,13,2,17.0,7.94,22.55
2011,VR Aaron,3,72,77,2,31,10,1,12.0,6.42,43.06
2011,VS Malik,1,12,13,0,3,0,1,2.0,6.5,25.0
2011,WD Parnell,8,176,192,10,75,24,2,29.33,6.55,42.61
2011,Y Gnaneswara Rao,1,6,7,0,3,1,0,1.0,7.0,50.0
2011,Y Nagar,5,30,62,1,5,6,3,5.0,12.4,16.67
2011,Y Venugopal Rao,2,12,26,0,3,2,2,2.0,13.0,25.0
2011,YK Pathan,14,234,229,13,93,22,4,39.0,5.87,39.74
2011,Yuvraj Singh,13,174,191,9,61,9,7,29.0,6.59,35.06
2011,Z Khan,15,354,432,15,141,48,11,59.0,7.32,39.83
2012,A Ashish Reddy,9,163,229,11,55,14,12,27.17,8.43,33.74
2012,A Chandila,4,84,86,5,39,3,6,14.0,6.14,46.43
2012,A Mishra,14,282,369,13,89,18,19,47.0,7.85,31.56
2012,A Mithun,1,18,32,0,5,5,1,3.0,10.67,27.78
2012,A Nehra,13,288,399,12,99,43,14,48.0,8.31,34.38
2012,A Singh,9,197,299,12,58,29,11,32.83,9.11,29.44
2012,AA Chavan,8,164,230,7,55,21,11,27.33,8.41,33.54
2012,AA Jhunjhunwala,3,36,38,1,14,4,0,6.0,6.33,38.89
2012,AB Agarkar,4,86,130,4,20,13,4,14.33,9.07,23.26
2012,AB Dinda,7,144,158,10,61,14,5,24.0,6.58,42.36
2012,AB McDonald,3,60,60,5,18,4,1,10.0,6.0,30.0
2012,AC Thomas,4,84,106,5,30,12,2,14.0,7.57,35.71
2012,AD Mascarenhas,4,96,104,7,35,8,2,16.0,6.5,36.46
2012,AD Mathews,9,156,189,7,50,16,5,26.0,7.27,32.05
2012,AD Russell,4,96,159,1,28,24,3,16.0,9.94,29.17
2012,AG Murtaza,1,12,11,0,5,1,0,2.0,5.5,41.67
2012,AL Menaria,3,20,23,1,10,1,2,3.33,6.9,50.0
2012,AM Nayar,1,6,16,0,0,0,2,1.0,16.0,0.0
2012,AN Ahmed,1,12,16,0,5,1,1,2.0,8.0,41.67
2012,AUK Pathan,1,6,14,0,2,0,2,1.0,14.0,33.33
2012,Anand Rajan,4,71,104,3,18,12,3,11.83,8.79,25.35
2012,Ankit Sharma,9,145,163,4,62,8,9,24.17,6.74,42.76
2012,Azhar Mahmood,11,256,316,14,95,38,4,42.67,7.41,37.11
2012,B Kumar,11,234,271,9,86,22,10,39.0,6.95,36.75
2012,B Lee,10,228,293,7,99,30,12,38.0,7.71,43.42
2012,BA Bhatt,5,99,135,3,26,13,4,16.5,8.18,26.26
2012,BJ Hodge,2,12,21,1,2,2,1,2.0,10.5,16.67
2012,BW Hilfenhaus,9,204,222,14,103,23,9,34.0,6.53,50.49
2012,Bipul Sharma,3,46,73,0,13,3,6,7.67,9.52,28.26
2012,CH Gayle,3,28,64,0,5,7,4,4.67,13.71,17.86
2012,CJ McKay,2,42,60,1,14,8,1,7.0,8.57,33.33
2012,CL White,2,18,25,0,1,1,1,3.0,8.33,5.56
2012,DAJ Bracewell,1,24,31,3,10,2,2,4.0,7.75,41.67
2012,DE Bollinger,5,90,129,6,35,21,2,15.0,8.6,38.89
2012,DJ Bravo,17,322,413,20,101,39,12,53.67,7.7,31.37
2012,DJ Harris,2,18,26,0,4,2,1,3.0,8.67,22.22
2012,DJ Hussey,6,54,62,3,14,3,3,9.0,6.89,25.93
2012,DL Vettori,8,186,204,6,57,15,3,31.0,6.58,30.65
2012,DR Smith,6,78,94,3,28,9,3,13.0,7.23,35.9
2012,DS Kulkarni,2,48,59,6,23,6,2,8.0,7.38,47.92
2012,DT Christian,7,162,226,9,51,21,8,27.0,8.37,31.48
2012,DW Steyn,12,280,275,18,138,35,2,46.67,5.89,49.29
2012,F du Plessis,1,6,16,0,0,0,2,1.0,16.0,0.0
2012,GB Hogg,9,216,245,10,73,18,5,36.0,6.81,33.8
2012,GJ Maxwell,2,18,21,2,6,1,1,3.0,7.0,33.33
2012,HV Patel,11,246,337,9,78,33,11,41.0,8.22,31.71
2012,Harbhajan Singh,16,324,367,6,117,26,14,54.0,6.8,36.11
2012,Harmeet Singh,7,134,184,7,40,18,5,22.33,8.24,29.85
2012,IK Pathan,17,360,459,10,145,56,14,60.0,7.65,40.28
2012,Iqbal Abdulla,8,132,140,4,46,9,4,22.0,6.36,34.85
2012,J Botha,11,246,292,9,87,26,8,41.0,7.12,35.37
2012,J Syed Mohammad,2,42,64,1,8,3,3,7.0,9.14,19.05
2012,J Theron,2,48,63,3,18,5,3,8.0,7.88,37.5
2012,JA Morkel,14,273,334,11,113,43,7,45.5,7.34,41.39
2012,JD Ryder,4,42,68,1,10,6,3,7.0,9.71,23.81
2012,JD Unadkat,1,18,32,0,2,1,2,3.0,10.67,11.11
2012,JEC Franklin,9,90,119,6,25,13,2,15.0,7.93,27.78
2012,JH Kallis,16,324,391,16,112,46,6,54.0,7.24,34.57
2012,JP Duminy,6,72,98,1,22,6,5,12.0,8.17,30.56
2012,JP Faulkner,2,48,71,3,14,7,3,8.0,8.88,29.17
2012,K Upadhyay,1,24,33,0,10,3,2,4.0,8.25,41.67
2012,KA Pollard,14,263,327,18,85,27,11,43.83,7.46,32.32
2012,KK Cooper,6,144,169,10,52,12,7,24.0,7.04,36.11
2012,KMDN Kulasekara,4,84,90,5,38,12,0,14.0,6.43,45.24
2012,KP Appanna,6,102,142,6,35,11,7,17.0,8.35,34.31
2012,KP Pietersen,3,36,49,1,10,3,2,6.0,8.17,27.78
2012,L Balaji,8,180,151,12,83,13,3,30.0,5.03,46.11
2012,LJ Wright,1,12,24,0,2,1,2,2.0,12.0,16.67
2012,LR Shukla,2,12,12,1,5,1,0,2.0,6.0,41.67
2012,M Kartik,11,216,252,4,76,17,9,36.0,7.0,35.19
2012,M Morkel,16,378,438,30,154,49,9,63.0,6.95,40.74
2012,M Muralitharan,9,216,234,12,72,12,9,36.0,6.5,33.33
2012,M de Lange,3,60,103,3,17,13,4,10.0,10.3,28.33
2012,MJ Clarke,5,66,67,3,22,4,2,11.0,6.09,33.33
2012,MM Patel,12,280,359,17,123,30,19,46.67,7.69,43.93
2012,MN Samuels,8,172,211,9,66,19,8,28.67,7.36,38.37
2012,MS Gony,6,144,200,4,58,16,12,24.0,8.33,40.28
2012,NLTC Perera,2,15,27,0,2,2,1,2.5,10.8,13.33
2012,P Awana,12,282,358,18,112,33,15,47.0,7.62,39.72
2012,P Kumar,16,378,412,12,168,47,9,63.0,6.54,44.44
2012,P Negi,6,132,151,7,49,9,7,22.0,6.86,37.12
2012,P Parameswaran,3,60,85,5,23,9,3,10.0,8.5,38.33
2012,PC Valthaty,1,6,16,0,1,2,1,1.0,16.0,16.67
2012,PJ Sangwan,1,24,37,1,5,4,1,4.0,9.25,20.83
2012,PP Chawla,16,342,413,18,124,25,19,57.0,7.25,36.26
2012,PP Ojha,9,180,211,10,66,8,12,30.0,7.03,36.67
2012,Pankaj Singh,6,126,169,7,57,25,4,21.0,8.05,45.24
2012,R Ashwin,17,371,374,19,135,20,11,61.83,6.05,36.39
2012,R Bhatia,16,319,385,17,82,21,13,53.17,7.24,25.71
2012,R Sharma,11,222,298,9,72,20,16,37.0,8.05,32.43
2012,R Shukla,1,18,30,0,5,4,1,3.0,10.0,27.78
2012,R Vinay Kumar,13,311,419,20,117,40,17,51.83,8.08,37.62
2012,RA Jadeja,13,198,243,10,62,15,11,33.0,7.36,31.31
2012,RE van der Merwe,3,60,59,4,26,3,2,10.0,5.9,43.33
2012,RG Sharma,1,6,16,0,1,0,2,1.0,16.0,16.67
2012,RJ Harris,5,108,129,8,48,17,3,18.0,7.17,44.44
2012,RJ Peterson,4,48,70,3,21,5,5,8.0,8.75,43.75
2012,RN ten Doeschate,1,18,20,1,2,1,0,3.0,6.67,11.11
2012,RP Singh,11,246,303,11,103,37,8,41.0,7.39,41.87
2012,RR Powar,1,18,32,0,3,3,1,3.0,10.67,16.67
2012,S Aravind,1,18,48,0,5,10,1,3.0,16.0,27.78
2012,S Dhawan,4,36,54,3,12,7,2,6.0,9.0,33.33
2012,S Nadeem,12,270,313,8,88,21,11,45.0,6.96,32.59
2012,SB Jakati,14,234,308,10,73,26,11,39.0,7.9,31.2
2012,SC Ganguly,4,60,94,3,10,7,4,10.0,9.4,16.67
2012,SK Raina,6,78,84,2,20,5,2,13.0,6.46,25.64
2012,SK Trivedi,14,312,358,14,90,25,9,52.0,6.88,28.85
2012,SL Malinga,14,333,331,25,145,31,5,55.5,5.96,43.54
2012,SP Narine,15,355,318,29,164,17,10,59.17,5.37,46.2
2012,SPD Smith,1,2,5,0,0,1,0,0.33,15.0,0.0
2012,SR Watson,7,138,155,6,62,23,2,23.0,6.74,44.93
2012,STR Binny,6,60,78,3,15,8,0,10.0,7.8,25.0
2012,SW Tait,6,137,126,7,65,11,2,22.83,5.52,47.45
2012,Shakib Al Hasan,8,180,190,12,68,11,6,30.0,6.33,37.78
2012,Sunny Gupta,1,18,45,0,0,4,3,3.0,15.0,0.0
2012,TM Dilshan,5,42,75,0,9,9,3,7.0,10.71,21.43
2012,TP Sudhindra,3,70,132,1,18,9,9,11.67,11.31,25.71
2012,UT Yadav,17,366,435,22,145,45,12,61.0,7.13,39.62
2012,V Kohli,1,6,13,0,1,1,1,1.0,13.0,16.67
2012,V Pratap Singh,9,204,289,12,71,31,10,34.0,8.5,34.8
2012,V Sehwag,3,24,45,0,7,6,2,4.0,11.25,29.17
2012,VR Aaron,8,186,264,9,73,32,8,31.0,8.52,39.25
2012,VY Mahesh,4,56,76,3,18,7,3,9.33,8.14,32.14
2012,WD Parnell,6,126,124,7,51,11,1,21.0,5.9,40.48
2012,Y Nagar,1,6,8,0,1,1,0,1.0,8.0,16.67
2012,Y Venugopal Rao,2,12,26,0,3,4,1,2.0,13.0,25.0
2012,YK Pathan,12,132,173,4,46,13,9,22.0,7.86,34.85
2012,Z Khan,14,336,411,20,139,45,12,56.0,7.34,41.37
2013,A Ashish Reddy,5,40,69,3,10,7,3,6.67,10.35,25.0
2013,A Chandila,8,150,156,6,64,14,4,25.0,6.24,42.67
2013,A Mishra,16,348,371,20,141,21,15,58.0,6.4,40.52
2013,A Mithun,1,24,36,1,9,6,0,4.0,9.0,37.5
2013,A Nehra,10,216,307,13,84,33,13,36.0,8.53,38.89
2013,AA Chavan,3,54,61,1,28,4,4,9.0,6.78,51.85
2013,AB Agarkar,4,60,89,0,17,6,5,10.0,8.9,28.33
2013,AB Dinda,12,270,432,16,94,52,15,45.0,9.6,34.81
2013,AB McDonald,1,12,17,1,4,3,0,2.0,8.5,33.33
